date,rate
2020-12-08,1809.32 
2020-12-07,1806.12 
2020-12-06,1806.12 
2020-12-05,1806.11 
2020-12-04,1796.32 
2020-12-03,1790.64 
2020-12-02,1780.53 
2020-12-01,1768.65 
2020-11-30,1781.26 
2020-11-29,1781.25 
2020-11-28,1781.25 
2020-11-27,1779.94 
2020-11-26,1775.02 
2020-11-25,1780.19 
2020-11-24,1777.33 
2020-11-23,1763.34 
2020-11-22,1763.34 
2020-11-21,1763.33 
2020-11-20,1762.04 
2020-11-19,1762.87 
2020-11-18,1762.56 
2020-11-17,1763.96 
2020-11-16,1750.24 
2020-11-15,1750.23 
2020-11-14,1750.22 
2020-11-13,1745.31 
2020-11-12,1746.85 
2020-11-11,1738.88 
2020-11-10,1737.80 
2020-11-09,1730.45 
2020-11-08,1730.44 
2020-11-07,1730.44 
2020-11-06,1731.06 
2020-11-05,1716.76 
2020-11-04,1714.24 
2020-11-03,1704.45 
2020-11-02,1698.32 
2020-11-01,1698.32 
2020-10-31,1698.31 
2020-10-30,1713.76 
2020-10-29,1720.81 
2020-10-28,1717.83 
2020-10-27,1721.49 
2020-10-26,1724.59 
2020-10-25,1724.58 
2020-10-24,1724.58 
2020-10-23,1721.84 
2020-10-22,1723.79 
2020-10-21,1722.57 
2020-10-20,1719.66 
2020-10-19,1716.84 
2020-10-18,1716.84 
2020-10-17,1716.83 
2020-10-16,1721.96 
2020-10-15,1723.81 
2020-10-14,1728.45 
2020-10-13,1726.58 
2020-10-12,1724.93 
2020-10-11,1724.93 
2020-10-10,1724.92 
2020-10-09,1724.92 
2020-10-08,1724.13 
2020-10-07,1719.14 
2020-10-06,1719.66 
2020-10-05,1713.10 
2020-10-04,1713.10 
2020-10-03,1713.10 
2020-10-02,1713.09 
2020-10-01,1713.09 
2020-09-30,1713.09 
2020-09-29,1707.53 
2020-09-28,1700.25 
2020-09-27,1700.25 
2020-09-26,1700.24 
2020-09-25,1698.21 
2020-09-24,1709.27 
2020-09-23,1707.37 
2020-09-22,1718.97 
2020-09-21,1723.08 
2020-09-20,1723.07 
2020-09-19,1723.07 
2020-09-18,1723.00 
2020-09-17,1730.83 
2020-09-16,1732.63 
2020-09-15,1728.33 
2020-09-14,1718.90 
2020-09-13,1718.89 
2020-09-12,1718.89 
2020-09-11,1718.90 
2020-09-10,1713.28 
2020-09-09,1717.92 
2020-09-08,1711.59 
2020-09-07,1708.64 
2020-09-06,1708.63 
2020-09-05,1708.63 
2020-09-04,1715.97 
2020-09-03,1707.58 
2020-09-02,1702.99 
2020-09-01,1699.38 
2020-08-31,1709.86 
2020-08-30,1709.86 
2020-08-29,1708.99 
2020-08-28,1715.57 
2020-08-27,1716.01 
2020-08-26,1706.21 
2020-08-25,1699.87 
2020-08-24,1699.87 
2020-08-23,1699.86 
2020-08-22,1699.86 
2020-08-21,1692.59 
2020-08-20,1716.46 
2020-08-19,1714.11 
2020-08-18,1728.53 
2020-08-17,1728.53 
2020-08-16,1728.53 
2020-08-15,1728.53 
2020-08-14,1736.87 
2020-08-13,1736.30 
2020-08-12,1735.21 
2020-08-11,1727.52 
2020-08-10,1718.92 
2020-08-09,1718.92 
2020-08-08,1718.92 
2020-08-07,1715.49 
2020-08-06,1706.07 
2020-08-05,1698.77 
2020-08-04,1690.50 
2020-08-03,1690.30 
2020-08-02,1690.31 
2020-08-01,1690.31 
2020-07-31,1696.13 
2020-07-30,1693.41 
2020-07-29,1690.38 
2020-07-28,1680.14 
2020-07-27,1674.27 
2020-07-26,1674.27 
2020-07-25,1674.27 
2020-07-24,1677.43 
2020-07-23,1679.67 
2020-07-22,1680.31 
2020-07-21,1673.80 
2020-07-20,1673.78 
2020-07-19,1673.78 
2020-07-18,1673.78 
2020-07-17,1668.54 
2020-07-16,1671.25 
2020-07-15,1665.22 
2020-07-14,1665.02 
2020-07-13,1656.56 
2020-07-12,1656.56 
2020-07-11,1661.82 
2020-07-10,1661.82 
2020-07-09,1660.57 
2020-07-08,1661.61 
2020-07-07,1667.84 
2020-07-06,1660.09 
2020-07-05,1660.09 
2020-07-04,1656.67 
2020-07-03,1656.67 
2020-07-02,1649.95 
2020-07-01,1649.18 
2020-06-30,1646.19 
2020-06-29,1657.10 
2020-06-28,1657.10 
2020-06-27,1657.10 
2020-06-26,1650.81 
2020-06-25,1663.69 
2020-06-24,1654.91 
2020-06-23,1653.48 
2020-06-22,1657.91 
2020-06-21,1657.91 
2020-06-20,1657.91 
2020-06-19,1656.02 
2020-06-18,1655.51 
2020-06-17,1654.41 
2020-06-16,1626.34 
2020-06-15,1655.14 
2020-06-14,1655.13 
2020-06-13,1655.13 
2020-06-12,1669.34 
2020-06-11,1676.41 
2020-06-10,1675.59 
2020-06-09,1673.47 
2020-06-08,1671.89 
2020-06-07,1671.89 
2020-06-06,1671.89 
2020-06-05,1664.72 
2020-06-04,1665.18 
2020-06-03,1648.16 
2020-06-02,1640.75 
2020-06-01,1631.26 
2020-05-31,1631.26 
2020-05-30,1631.26 
2020-05-29,1632.99 
2020-05-28,1632.94 
2020-05-27,1632.21 
2020-05-26,1624.11 
2020-05-25,1617.57 
2020-05-24,1617.56 
2020-05-23,1617.56 
2020-05-22,1625.56 
2020-05-21,1622.42 
2020-05-20,1620.40 
2020-05-19,1606.45 
2020-05-18,1606.45 
2020-05-17,1603.50 
2020-05-16,1603.50 
2020-05-15,1601.31 
2020-05-14,1606.61 
2020-05-13,1601.81 
2020-05-12,1604.68 
2020-05-11,1609.57 
2020-05-10,1609.57 
2020-05-09,1609.56 
2020-05-08,1603.50 
2020-05-07,1603.23 
2020-05-06,1595.29 
2020-05-05,1595.28 
2020-05-04,1609.14 
2020-05-03,1609.13 
2020-05-02,1609.13 
2020-05-01,1609.12 
2020-04-30,1609.12 
2020-04-29,1604.13 
2020-04-28,1601.06 
2020-04-27,1591.96 
2020-04-26,1591.96 
2020-04-25,1591.95 
2020-04-24,1598.22 
2020-04-23,1593.90 
2020-04-22,1591.30 
2020-04-21,1598.53 
2020-04-20,1603.78 
2020-04-19,1603.78 
2020-04-18,1603.77 
2020-04-17,1588.43 
2020-04-16,1588.12 
2020-04-15,1588.12 
2020-04-14,1579.31 
2020-04-13,1590.04 
2020-04-12,1590.03 
2020-04-11,1590.03 
2020-04-10,1584.22 
2020-04-09,1574.58 
2020-04-08,1577.20 
2020-04-07,1568.62 
2020-04-06,1549.80 
2020-04-05,1549.78 
2020-04-04,1549.76 
2020-04-03,1550.02 
2020-04-02,1537.02 
2020-04-01,1557.01 
2020-03-31,1548.11 
2020-03-30,1550.89 
2020-03-29,1550.88 
2020-03-28,1550.87 
2020-03-27,1541.61 
2020-03-26,1545.28 
2020-03-25,1513.60 
2020-03-24,1474.32 
2020-03-23,1504.02 
2020-03-22,1504.00 
2020-03-21,1503.99 
2020-03-20,1471.96 
2020-03-19,1516.29 
2020-03-18,1543.41 
2020-03-17,1554.91 
2020-03-16,1568.69 
2020-03-15,1568.68 
2020-03-14,1568.67 
2020-03-13,1592.74 
2020-03-12,1613.58 
2020-03-11,1628.43 
2020-03-10,1629.54 
