date,rate
2020-12-08,1597.90 
2020-12-07,1590.14 
2020-12-06,1590.15 
2020-12-05,1590.16 
2020-12-04,1567.96 
2020-12-03,1559.50 
2020-12-02,1538.44 
2020-12-01,1520.83 
2020-11-30,1538.85 
2020-11-29,1538.86 
2020-11-28,1538.87 
2020-11-27,1535.74 
2020-11-26,1518.56 
2020-11-25,1527.22 
2020-11-24,1520.13 
2020-11-23,1485.16 
2020-11-22,1485.17 
2020-11-21,1485.18 
2020-11-20,1484.41 
2020-11-19,1483.41 
2020-11-18,1484.58 
2020-11-17,1484.08 
2020-11-16,1453.94 
2020-11-15,1453.95 
2020-11-14,1453.96 
2020-11-13,1441.88 
2020-11-12,1447.35 
2020-11-11,1430.37 
2020-11-10,1429.43 
2020-11-09,1416.59 
2020-11-08,1416.60 
2020-11-07,1416.60 
2020-11-06,1412.98 
2020-11-05,1381.58 
2020-11-04,1373.75 
2020-11-03,1345.64 
2020-11-02,1328.94 
2020-11-01,1328.95 
2020-10-31,1328.95 
2020-10-30,1361.87 
2020-10-29,1378.69 
2020-10-28,1370.22 
2020-10-27,1381.82 
2020-10-26,1387.83 
2020-10-25,1387.83 
2020-10-24,1387.84 
2020-10-23,1381.21 
2020-10-22,1391.50 
2020-10-21,1386.85 
2020-10-20,1375.92 
2020-10-19,1374.45 
2020-10-18,1374.45 
2020-10-17,1374.46 
2020-10-16,1378.63 
2020-10-15,1387.39 
2020-10-14,1396.28 
2020-10-13,1397.37 
2020-10-12,1393.19 
2020-10-11,1393.20 
2020-10-10,1393.21 
2020-10-09,1393.22 
2020-10-08,1391.86 
2020-10-07,1377.83 
2020-10-06,1375.63 
2020-10-05,1358.59 
2020-10-04,1358.59 
2020-10-03,1358.60 
2020-10-02,1358.61 
2020-10-01,1358.62 
2020-09-30,1358.63 
2020-09-29,1349.81 
2020-09-28,1334.13 
2020-09-27,1334.14 
2020-09-26,1334.15 
2020-09-25,1332.30 
2020-09-24,1338.81 
2020-09-23,1337.73 
2020-09-22,1344.33 
2020-09-21,1346.99 
2020-09-20,1347.00 
2020-09-19,1347.01 
2020-09-18,1342.34 
2020-09-17,1361.11 
2020-09-16,1365.06 
2020-09-15,1355.68 
2020-09-14,1337.77 
2020-09-13,1337.78 
2020-09-12,1337.79 
2020-09-11,1337.10 
2020-09-10,1322.04 
2020-09-09,1342.65 
2020-09-08,1326.87 
2020-09-07,1317.91 
2020-09-06,1317.92 
2020-09-05,1317.93 
2020-09-04,1338.07 
2020-09-03,1320.08 
2020-09-02,1314.14 
2020-09-01,1299.40 
2020-08-31,1324.68 
2020-08-30,1324.70 
2020-08-29,1316.41 
2020-08-28,1329.74 
2020-08-27,1330.36 
2020-08-26,1315.20 
2020-08-25,1299.52 
2020-08-24,1299.52 
2020-08-23,1299.53 
2020-08-22,1299.54 
2020-08-21,1300.08 
2020-08-20,1310.90 
2020-08-19,1309.15 
2020-08-18,1327.44 
2020-08-17,1327.45 
2020-08-16,1327.46 
2020-08-15,1327.48 
2020-08-14,1341.72 
2020-08-13,1339.75 
2020-08-12,1334.50 
2020-08-11,1321.87 
2020-08-10,1307.05 
2020-08-09,1307.04 
2020-08-08,1307.05 
2020-08-07,1304.21 
2020-08-06,1283.95 
2020-08-05,1268.79 
2020-08-04,1253.20 
2020-08-03,1253.77 
2020-08-02,1253.78 
2020-08-01,1253.79 
2020-07-31,1263.77 
2020-07-30,1261.49 
2020-07-29,1253.44 
2020-07-28,1231.35 
2020-07-27,1216.75 
2020-07-26,1216.76 
2020-07-25,1216.77 
2020-07-24,1223.60 
2020-07-23,1232.56 
2020-07-22,1235.98 
2020-07-21,1218.68 
2020-07-20,1222.41 
2020-07-19,1222.42 
2020-07-18,1222.44 
2020-07-17,1214.12 
2020-07-16,1224.85 
2020-07-15,1214.69 
2020-07-14,1216.21 
2020-07-13,1198.64 
2020-07-12,1198.65 
2020-07-11,1209.68 
2020-07-10,1209.68 
2020-07-09,1204.13 
2020-07-08,1208.02 
2020-07-07,1218.91 
2020-07-06,1204.75 
2020-07-05,1204.76 
2020-07-04,1192.29 
2020-07-03,1192.29 
2020-07-02,1177.72 
2020-07-01,1180.69 
2020-06-30,1169.78 
2020-06-29,1185.49 
2020-06-28,1185.50 
2020-06-27,1185.51 
2020-06-26,1173.36 
2020-06-25,1198.94 
2020-06-24,1184.27 
2020-06-23,1179.80 
2020-06-22,1186.89 
2020-06-21,1186.90 
2020-06-20,1186.91 
2020-06-19,1184.08 
2020-06-18,1185.41 
2020-06-17,1179.11 
2020-06-16,1116.80 
2020-06-15,1173.28 
2020-06-14,1173.29 
2020-06-13,1173.30 
2020-06-12,1205.03 
2020-06-11,1224.41 
2020-06-10,1221.80 
2020-06-09,1222.05 
2020-06-08,1225.26 
2020-06-07,1225.27 
2020-06-06,1225.28 
2020-06-05,1204.04 
2020-06-04,1203.33 
2020-06-03,1159.91 
2020-06-02,1148.17 
2020-06-01,1123.65 
2020-05-31,1123.67 
2020-05-30,1123.68 
2020-05-29,1128.34 
2020-05-28,1123.65 
2020-05-27,1121.69 
2020-05-26,1105.81 
2020-05-25,1089.02 
2020-05-24,1089.03 
2020-05-23,1089.04 
2020-05-22,1108.43 
2020-05-21,1102.92 
2020-05-20,1101.72 
2020-05-19,1076.27 
2020-05-18,1076.27 
2020-05-17,1067.02 
2020-05-16,1067.03 
2020-05-15,1062.59 
2020-05-14,1075.03 
2020-05-13,1063.92 
2020-05-12,1069.79 
2020-05-11,1078.22 
2020-05-10,1078.23 
2020-05-09,1078.24 
2020-05-08,1066.92 
2020-05-07,1072.77 
2020-05-06,1050.17 
2020-05-05,1050.18 
2020-05-04,1084.87 
2020-05-03,1084.87 
2020-05-02,1084.88 
2020-05-01,1084.88 
2020-04-30,1084.89 
2020-04-29,1076.46 
2020-04-28,1070.47 
2020-04-27,1047.71 
2020-04-26,1047.72 
2020-04-25,1047.72 
2020-04-24,1068.20 
2020-04-23,1055.00 
2020-04-22,1045.25 
2020-04-21,1056.80 
2020-04-20,1071.15 
2020-04-19,1071.15 
2020-04-18,1071.16 
2020-04-17,1039.82 
2020-04-16,1038.28 
2020-04-15,1038.29 
2020-04-14,1019.04 
2020-04-13,1039.58 
2020-04-12,1039.59 
2020-04-11,1039.59 
2020-04-10,1030.79 
2020-04-09,1015.92 
2020-04-08,1031.38 
2020-04-07,1012.64 
2020-04-06,975.13 
2020-04-05,975.13 
2020-04-04,975.14 
2020-04-03,974.78 
2020-04-02,964.59 
2020-04-01,982.09 
2020-03-31,974.03 
2020-03-30,977.31 
2020-03-29,977.31 
2020-03-28,977.31 
2020-03-27,970.03 
2020-03-26,973.96 
2020-03-25,962.74 
2020-03-24,946.19 
2020-03-23,956.23 
2020-03-22,956.23 
2020-03-21,956.23 
2020-03-20,944.03 
2020-03-19,956.49 
2020-03-18,967.13 
2020-03-17,971.33 
2020-03-16,978.01 
2020-03-15,978.00 
2020-03-14,977.99 
2020-03-13,1002.77 
2020-03-12,1046.71 
2020-03-11,1076.80 
2020-03-10,1068.53 
2020-03-09,1113.35 
2020-03-08,1113.35 
2020-03-07,1113.34 
2020-03-06,1118.90 
2020-03-05,1116.57 
2020-03-04,1111.20 
2020-03-03,1110.04 
2020-03-02,1108.24 
2020-03-01,1108.23 
2020-02-29,1108.22 
2020-02-28,1147.18 
2020-02-27,1157.69 
2020-02-26,1176.10 
2020-02-25,1162.12 
2020-02-24,1206.14 
2020-02-23,1206.13 
2020-02-22,1206.12 
2020-02-21,1227.21 
2020-02-20,1232.65 
2020-02-19,1229.25 
2020-02-18,1249.87 
2020-02-17,1251.05 
2020-02-16,1251.04 
2020-02-15,1251.04 
2020-02-14,1240.54 
2020-02-13,1245.60 
2020-02-12,1236.84 
2020-02-11,1223.62 
2020-02-10,1230.10 
2020-02-09,1230.09 
2020-02-08,1230.08 
2020-02-07,1232.52 
2020-02-06,1218.05 
2020-02-05,1216.03 
2020-02-04,1207.30 
2020-02-03,1207.01 
2020-02-02,1207.00 
2020-02-01,1206.99 
2020-01-31,1219.29 
2020-01-30,1244.42 
2020-01-29,1239.45 
2020-01-28,1279.64 
2020-01-27,1279.62 
2020-01-26,1279.61 
2020-01-25,1279.60 
2020-01-24,1279.59 
2020-01-23,1295.99 
2020-01-22,1276.73 
2020-01-21,1293.97 
2020-01-20,1283.85 
2020-01-19,1283.84 
2020-01-18,1283.83 
2020-01-17,1281.05 
2020-01-16,1268.40 
2020-01-15,1276.09 
2020-01-14,1270.33 
2020-01-13,1257.29 
2020-01-12,1257.27 
2020-01-11,1257.26 
2020-01-10,1255.21 
2020-01-09,1251.00 
2020-01-08,1252.84 
2020-01-07,1250.60 
2020-01-06,1252.37 
2020-01-05,1252.36 
2020-01-04,1252.34 
2020-01-03,1249.40 
2020-01-02,1267.05 
2020-01-01,1267.04 
2019-12-31,1267.03 
2019-12-30,1272.74 
2019-12-29,1272.73 
2019-12-28,1272.72 
2019-12-27,1250.77 
2019-12-26,1243.82 
2019-12-25,1243.80 
2019-12-24,1253.16 
2019-12-23,1253.78 
2019-12-22,1253.76 
2019-12-21,1253.75 
2019-12-20,1251.07 
2019-12-19,1249.85 
2019-12-18,1251.30 
2019-12-17,1232.65 
2019-12-16,1235.02 
2019-12-15,1235.01 
2019-12-14,1234.99 
2019-12-13,1231.42 
2019-12-12,1226.86 
2019-12-11,1225.65 
2019-12-10,1224.31 
2019-12-09,1222.99 
2019-12-08,1222.98 
2019-12-07,1222.97 
2019-12-06,1211.25 
2019-12-05,1214.41 
2019-12-04,1220.68 
2019-12-03,1227.62 
2019-12-02,1226.06 
2019-12-01,1226.05 
2019-11-30,1226.04 
2019-11-29,1245.35 
2019-11-28,1250.13 
2019-11-27,1250.15 
2019-11-26,1248.51 
2019-11-25,1236.18 
2019-11-24,1236.16 
2019-11-23,1236.15 
2019-11-22,1229.09 
2019-11-21,1248.11 
2019-11-20,1263.43 
2019-11-19,1268.89 
2019-11-18,1271.05 
2019-11-17,1271.03 
