date,rate
2020-12-08,1130.89 
2020-12-07,1124.85 
2020-12-06,1124.87 
2020-12-05,1124.89 
2020-12-04,1124.10 
2020-12-03,1124.16 
2020-12-02,1110.26 
2020-12-01,1120.68 
2020-11-30,1116.22 
2020-11-29,1116.24 
2020-11-28,1116.26 
2020-11-27,1116.24 
2020-11-26,1120.13 
2020-11-25,1110.71 
2020-11-24,1106.96 
2020-11-23,1104.81 
2020-11-22,1104.82 
2020-11-21,1104.84 
2020-11-20,1101.42 
2020-11-19,1104.78 
2020-11-18,1105.61 
2020-11-17,1097.04 
2020-11-16,1088.08 
2020-11-15,1088.10 
2020-11-14,1088.12 
2020-11-13,1095.34 
2020-11-12,1093.02 
2020-11-11,1093.36 
2020-11-10,1080.94 
2020-11-09,1082.04 
2020-11-08,1082.06 
2020-11-07,1082.07 
2020-11-06,1067.22 
2020-11-05,1056.38 
2020-11-04,1044.55 
2020-11-03,1036.36 
2020-11-02,1042.40 
2020-11-01,1042.42 
2020-10-31,1042.44 
2020-10-30,1035.25 
2020-10-29,1049.17 
2020-10-28,1050.00 
2020-10-27,1062.80 
2020-10-26,1062.15 
2020-10-25,1062.17 
2020-10-24,1062.19 
2020-10-23,1059.81 
2020-10-22,1063.04 
2020-10-21,1059.25 
2020-10-20,1063.57 
2020-10-19,1063.04 
2020-10-18,1063.06 
2020-10-17,1063.08 
2020-10-16,1065.08 
2020-10-15,1069.07 
2020-10-14,1073.32 
2020-10-13,1066.34 
2020-10-12,1057.39 
2020-10-11,1057.40 
2020-10-10,1057.42 
2020-10-09,1057.44 
2020-10-08,1049.09 
2020-10-07,1052.76 
2020-10-06,1043.56 
2020-10-05,1042.60 
2020-10-04,1042.62 
2020-10-03,1042.63 
2020-10-02,1042.65 
2020-10-01,1042.67 
2020-09-30,1042.69 
2020-09-29,1034.23 
2020-09-28,1027.76 
2020-09-27,1027.78 
2020-09-26,1027.80 
2020-09-25,1028.51 
2020-09-24,1040.59 
2020-09-23,1038.10 
2020-09-22,1053.48 
2020-09-21,1056.86 
2020-09-20,1056.88 
2020-09-19,1056.90 
2020-09-18,1059.67 
2020-09-17,1059.57 
2020-09-16,1055.45 
2020-09-15,1047.89 
2020-09-14,1042.19 
2020-09-13,1042.21 
2020-09-12,1042.23 
2020-09-11,1049.59 
2020-09-10,1041.02 
2020-09-09,1053.50 
2020-09-08,1053.83 
2020-09-07,1053.41 
2020-09-06,1053.43 
2020-09-05,1053.45 
2020-09-04,1071.26 
2020-09-03,1065.65 
2020-09-02,1062.14 
2020-09-01,1065.46 
2020-08-31,1060.08 
2020-08-30,1060.12 
2020-08-29,1060.11 
2020-08-28,1058.00 
2020-08-27,1056.00 
2020-08-26,1048.93 
2020-08-25,1051.61 
2020-08-24,1051.61 
2020-08-23,1051.63 
2020-08-22,1051.65 
2020-08-21,1053.17 
2020-08-20,1058.93 
2020-08-19,1056.40 
2020-08-18,1051.30 
2020-08-17,1051.32 
2020-08-16,1051.34 
2020-08-15,1051.36 
2020-08-14,1055.12 
2020-08-13,1047.30 
2020-08-12,1052.84 
2020-08-11,1046.00 
2020-08-10,1049.20 
2020-08-09,1049.18 
2020-08-08,1049.20 
2020-08-07,1046.98 
2020-08-06,1040.97 
2020-08-05,1034.61 
2020-08-04,1025.89 
2020-08-03,1028.57 
2020-08-02,1028.59 
2020-08-01,1028.61 
2020-07-31,1033.81 
2020-07-30,1023.48 
2020-07-29,1026.00 
2020-07-28,1019.08 
2020-07-27,1025.08 
2020-07-26,1025.10 
2020-07-25,1025.12 
2020-07-24,1028.76 
2020-07-23,1028.35 
2020-07-22,1024.05 
2020-07-21,1018.03 
2020-07-20,1015.22 
2020-07-19,1015.24 
2020-07-18,1015.26 
2020-07-17,1025.56 
2020-07-16,1022.59 
2020-07-15,1017.14 
2020-07-14,1016.44 
2020-07-13,1011.85 
2020-07-12,1011.87 
2020-07-11,1015.89 
2020-07-10,1015.89 
2020-07-09,1006.98 
2020-07-08,1014.25 
2020-07-07,998.64 
2020-07-06,997.64 
2020-07-05,997.65 
2020-07-04,992.31 
2020-07-03,992.31 
2020-07-02,990.84 
2020-07-01,986.91 
2020-06-30,980.10 
2020-06-29,986.15 
2020-06-28,986.17 
2020-06-27,986.18 
2020-06-26,982.81 
2020-06-25,991.86 
2020-06-24,990.58 
2020-06-23,986.49 
2020-06-22,986.15 
2020-06-21,986.16 
2020-06-20,986.18 
2020-06-19,985.31 
2020-06-18,985.61 
2020-06-17,981.42 
2020-06-16,978.87 
2020-06-15,968.75 
2020-06-14,968.77 
2020-06-13,968.79 
2020-06-12,1003.02 
2020-06-11,1006.15 
2020-06-10,1012.75 
2020-06-09,1004.92 
2020-06-08,991.68 
2020-06-07,991.70 
2020-06-06,991.71 
2020-06-05,993.56 
2020-06-04,984.07 
2020-06-03,975.93 
2020-06-02,965.88 
2020-06-01,963.52 
2020-05-31,963.53 
2020-05-30,963.55 
2020-05-29,963.01 
2020-05-28,955.20 
2020-05-27,944.26 
2020-05-26,943.16 
2020-05-25,940.99 
2020-05-24,941.01 
2020-05-23,941.02 
2020-05-22,947.02 
2020-05-21,937.68 
2020-05-20,942.41 
2020-05-19,924.56 
2020-05-18,924.56 
2020-05-17,923.41 
2020-05-16,923.42 
2020-05-15,921.67 
2020-05-14,927.80 
2020-05-13,935.16 
2020-05-12,936.57 
2020-05-11,928.03 
2020-05-10,928.04 
2020-05-09,928.06 
2020-05-08,920.03 
2020-05-07,922.61 
2020-05-06,916.86 
2020-05-05,916.87 
2020-05-04,929.19 
2020-05-03,929.20 
2020-05-02,929.22 
2020-05-01,929.23 
2020-04-30,929.25 
2020-04-29,927.48 
2020-04-28,918.90 
2020-04-27,914.03 
2020-04-26,914.05 
2020-04-25,914.06 
2020-04-24,913.98 
2020-04-23,903.18 
2020-04-22,914.63 
2020-04-21,921.72 
2020-04-20,914.70 
2020-04-19,914.72 
2020-04-18,914.73 
2020-04-17,914.83 
2020-04-16,916.98 
2020-04-15,916.99 
2020-04-14,919.25 
2020-04-13,917.37 
2020-04-12,917.38 
2020-04-11,917.39 
2020-04-10,916.51 
2020-04-09,912.05 
2020-04-08,913.39 
2020-04-07,906.68 
2020-04-06,907.03 
2020-04-05,907.04 
2020-04-04,907.05 
2020-04-03,904.56 
2020-04-02,909.87 
2020-04-01,911.89 
2020-03-31,906.84 
2020-03-30,915.59 
2020-03-29,915.61 
2020-03-28,915.62 
2020-03-27,905.07 
2020-03-26,900.59 
2020-03-25,879.97 
2020-03-24,882.75 
2020-03-23,888.43 
2020-03-22,888.44 
2020-03-21,888.46 
2020-03-20,886.89 
2020-03-19,914.82 
2020-03-18,898.50 
2020-03-17,949.20 
2020-03-16,923.56 
2020-03-15,923.57 
2020-03-14,923.58 
2020-03-13,969.52 
2020-03-12,990.71 
2020-03-11,976.09 
2020-03-10,1015.04 
2020-03-09,1024.76 
2020-03-08,1024.77 
2020-03-07,1024.79 
2020-03-06,1036.83 
2020-03-05,1026.08 
2020-03-04,1030.38 
2020-03-03,1016.05 
2020-03-02,1032.46 
2020-03-01,1032.47 
2020-02-29,1032.48 
2020-02-28,1051.17 
2020-02-27,1053.99 
2020-02-26,1067.24 
2020-02-25,1081.49 
2020-02-24,1080.93 
2020-02-23,1080.94 
2020-02-22,1080.96 
2020-02-21,1081.79 
2020-02-20,1077.71 
2020-02-19,1077.50 
2020-02-18,1077.51 
2020-02-17,1076.88 
2020-02-16,1076.90 
2020-02-15,1076.91 
2020-02-14,1077.19 
2020-02-13,1073.83 
2020-02-12,1071.35 
2020-02-11,1069.12 
2020-02-10,1073.93 
2020-02-09,1073.95 
2020-02-08,1073.96 
2020-02-07,1071.80 
2020-02-06,1065.54 
2020-02-05,1058.31 
2020-02-04,1058.07 
2020-02-03,1066.92 
2020-02-02,1066.94 
2020-02-01,1066.95 
2020-01-31,1070.73 
2020-01-30,1073.20 
2020-01-29,1069.73 
2020-01-28,1092.81 
2020-01-27,1092.82 
2020-01-26,1092.84 
2020-01-25,1092.85 
2020-01-24,1092.86 
2020-01-23,1096.28 
2020-01-22,1101.73 
2020-01-21,1101.42 
2020-01-20,1099.17 
2020-01-19,1099.19 
2020-01-18,1099.20 
2020-01-17,1096.93 
2020-01-16,1095.25 
2020-01-15,1096.50 
2020-01-14,1092.86 
2020-01-13,1092.13 
2020-01-12,1092.14 
2020-01-11,1092.16 
2020-01-10,1090.06 
2020-01-09,1091.08 
2020-01-08,1092.20 
2020-01-07,1090.94 
2020-01-06,1091.87 
2020-01-05,1091.88 
2020-01-04,1091.90 
2020-01-03,1085.25 
2020-01-02,1085.55 
2020-01-01,1085.56 
2019-12-31,1086.96 
2019-12-30,1087.62 
2019-12-29,1087.63 
2019-12-28,1087.64 
2019-12-27,1082.99 
2019-12-26,1080.11 
2019-12-25,1080.12 
2019-12-24,1081.19 
2019-12-23,1079.55 
2019-12-22,1079.56 
2019-12-21,1079.57 
2019-12-20,1078.72 
2019-12-19,1079.23 
2019-12-18,1077.97 
2019-12-17,1073.99 
2019-12-16,1073.37 
2019-12-15,1073.38 
2019-12-14,1073.39 
2019-12-13,1069.82 
2019-12-12,1065.35 
2019-12-11,1063.90 
2019-12-10,1064.87 
2019-12-09,1061.53 
2019-12-08,1061.55 
2019-12-07,1061.56 
2019-12-06,1059.61 
2019-12-05,1054.21 
2019-12-04,1056.60 
2019-12-03,1059.15 
2019-12-02,1064.28 
2019-12-01,1064.30 
2019-11-30,1064.31 
2019-11-29,1065.17 
2019-11-28,1063.89 
2019-11-27,1062.34 
2019-11-26,1056.41 
2019-11-25,1056.15 
2019-11-24,1056.17 
2019-11-23,1056.18 
2019-11-22,1057.63 
2019-11-21,1060.53 
2019-11-20,1059.78 
2019-11-19,1060.34 
2019-11-18,1057.61 
2019-11-17,1057.62 
2019-11-16,1057.64 
2019-11-15,1056.22 
