date,rate
2020-12-08,1545.20 
2020-12-07,1529.33 
2020-12-06,1529.35 
2020-12-05,1529.38 
2020-12-04,1525.21 
2020-12-03,1513.27 
2020-12-02,1503.77 
2020-12-01,1516.45 
2020-11-30,1505.88 
2020-11-29,1505.90 
2020-11-28,1505.93 
2020-11-27,1486.68 
2020-11-26,1509.02 
2020-11-25,1504.63 
2020-11-24,1494.80 
2020-11-23,1491.75 
2020-11-22,1491.78 
2020-11-21,1491.80 
2020-11-20,1480.17 
2020-11-19,1465.70 
2020-11-18,1465.37 
2020-11-17,1443.98 
2020-11-16,1438.66 
2020-11-15,1438.68 
2020-11-14,1438.71 
2020-11-13,1442.91 
2020-11-12,1453.78 
2020-11-11,1464.18 
2020-11-10,1434.88 
2020-11-09,1434.94 
2020-11-08,1434.96 
2020-11-07,1434.98 
2020-11-06,1402.71 
2020-11-05,1392.19 
2020-11-04,1356.89 
2020-11-03,1338.36 
2020-11-02,1370.09 
2020-11-01,1370.11 
2020-10-31,1370.14 
2020-10-30,1365.03 
2020-10-29,1328.52 
2020-10-28,1322.36 
2020-10-27,1361.04 
2020-10-26,1361.00 
2020-10-25,1361.03 
2020-10-24,1361.05 
2020-10-23,1382.00 
2020-10-22,1374.57 
2020-10-21,1361.93 
2020-10-20,1375.62 
2020-10-19,1393.82 
2020-10-18,1393.85 
2020-10-17,1393.87 
2020-10-16,1410.13 
2020-10-15,1423.57 
2020-10-14,1437.70 
2020-10-13,1439.42 
2020-10-12,1434.84 
2020-10-11,1434.86 
2020-10-10,1434.88 
2020-10-09,1434.91 
2020-10-08,1428.91 
2020-10-07,1419.30 
2020-10-06,1399.68 
2020-10-05,1386.86 
2020-10-04,1386.89 
2020-10-03,1386.91 
2020-10-02,1386.93 
2020-10-01,1386.95 
2020-09-30,1386.98 
2020-09-29,1349.50 
2020-09-28,1350.30 
2020-09-27,1350.32 
2020-09-26,1350.34 
2020-09-25,1402.82 
2020-09-24,1402.95 
2020-09-23,1445.89 
2020-09-22,1467.84 
2020-09-21,1459.40 
2020-09-20,1459.42 
2020-09-19,1459.45 
2020-09-18,1480.04 
2020-09-17,1487.58 
2020-09-16,1482.22 
2020-09-15,1474.19 
2020-09-14,1478.77 
2020-09-13,1478.80 
2020-09-12,1478.82 
2020-09-11,1460.50 
2020-09-10,1479.64 
2020-09-09,1481.59 
2020-09-08,1469.54 
2020-09-07,1464.25 
2020-09-06,1464.28 
2020-09-05,1464.30 
2020-09-04,1450.46 
2020-09-03,1441.69 
2020-09-02,1431.68 
2020-09-01,1425.97 
2020-08-31,1414.11 
2020-08-30,1414.16 
2020-08-29,1407.70 
2020-08-28,1404.53 
2020-08-27,1385.57 
2020-08-26,1357.91 
2020-08-25,1336.11 
2020-08-24,1336.11 
2020-08-23,1336.13 
2020-08-22,1336.15 
2020-08-21,1386.88 
2020-08-20,1366.13 
2020-08-19,1407.77 
2020-08-18,1430.07 
2020-08-17,1430.09 
2020-08-16,1430.11 
2020-08-15,1430.14 
2020-08-14,1427.83 
2020-08-13,1435.02 
2020-08-12,1432.48 
2020-08-11,1414.18 
2020-08-10,1413.49 
2020-08-09,1413.46 
2020-08-08,1413.49 
2020-08-07,1413.42 
2020-08-06,1395.00 
2020-08-05,1380.40 
2020-08-04,1362.21 
2020-08-03,1358.77 
2020-08-02,1358.79 
2020-08-01,1358.81 
2020-07-31,1344.77 
2020-07-30,1345.03 
2020-07-29,1327.45 
2020-07-28,1311.41 
2020-07-27,1327.07 
2020-07-26,1327.09 
2020-07-25,1327.12 
2020-07-24,1325.50 
2020-07-23,1320.52 
2020-07-22,1300.43 
2020-07-21,1298.75 
2020-07-20,1290.33 
2020-07-19,1290.35 
2020-07-18,1290.37 
2020-07-17,1297.80 
2020-07-16,1297.35 
2020-07-15,1303.15 
2020-07-14,1285.20 
2020-07-13,1281.51 
2020-07-12,1281.53 
2020-07-11,1259.97 
2020-07-10,1259.97 
2020-07-09,1253.94 
2020-07-08,1250.92 
2020-07-07,1229.84 
2020-07-06,1214.10 
2020-07-05,1214.12 
2020-07-04,1196.84 
2020-07-03,1196.84 
2020-07-02,1199.29 
2020-07-01,1192.98 
2020-06-30,1213.51 
2020-06-29,1210.05 
2020-06-28,1210.07 
