date,rate
2020-12-08,2559.05 
2020-12-07,2539.83 
2020-12-06,2539.89 
2020-12-05,2539.94 
2020-12-04,2505.48 
2020-12-03,2483.29 
2020-12-02,2443.93 
2020-12-01,2406.41 
2020-11-30,2444.75 
2020-11-29,2444.80 
2020-11-28,2444.85 
2020-11-27,2438.38 
2020-11-26,2415.14 
2020-11-25,2421.26 
2020-11-24,2410.42 
2020-11-23,2365.96 
2020-11-22,2366.01 
2020-11-21,2366.05 
2020-11-20,2361.65 
2020-11-19,2360.22 
2020-11-18,2356.96 
2020-11-17,2362.25 
2020-11-16,2314.37 
2020-11-15,2314.41 
2020-11-14,2314.46 
2020-11-13,2298.38 
2020-11-12,2301.01 
2020-11-11,2272.99 
2020-11-10,2269.35 
2020-11-09,2238.83 
2020-11-08,2238.88 
2020-11-07,2238.93 
2020-11-06,2237.38 
2020-11-05,2186.24 
2020-11-04,2180.50 
2020-11-03,2142.80 
2020-11-02,2113.66 
2020-11-01,2113.71 
2020-10-31,2113.75 
2020-10-30,2168.84 
2020-10-29,2186.40 
2020-10-28,2173.12 
2020-10-27,2180.46 
2020-10-26,2192.81 
2020-10-25,2192.85 
2020-10-24,2192.90 
2020-10-23,2189.12 
2020-10-22,2208.14 
2020-10-21,2202.99 
2020-10-20,2185.15 
2020-10-19,2185.58 
2020-10-18,2185.62 
2020-10-17,2185.67 
2020-10-16,2207.57 
2020-10-15,2227.16 
2020-10-14,2248.91 
2020-10-13,2242.13 
2020-10-12,2235.74 
2020-10-11,2235.78 
2020-10-10,2235.83 
2020-10-09,2235.87 
2020-10-08,2230.68 
2020-10-07,2211.26 
2020-10-06,2204.45 
2020-10-05,2169.85 
2020-10-04,2169.90 
2020-10-03,2169.94 
2020-10-02,2169.99 
2020-10-01,2170.03 
2020-09-30,2170.08 
2020-09-29,2151.59 
2020-09-28,2122.46 
2020-09-27,2122.50 
2020-09-26,2122.54 
2020-09-25,2116.75 
2020-09-24,2167.98 
2020-09-23,2165.80 
2020-09-22,2216.07 
2020-09-21,2235.60 
2020-09-20,2235.64 
2020-09-19,2235.69 
2020-09-18,2233.51 
2020-09-17,2260.07 
2020-09-16,2269.92 
2020-09-15,2256.20 
2020-09-14,2229.07 
2020-09-13,2229.12 
2020-09-12,2229.16 
2020-09-11,2235.50 
2020-09-10,2212.02 
2020-09-09,2234.63 
2020-09-08,2229.11 
2020-09-07,2210.85 
2020-09-06,2210.90 
2020-09-05,2210.94 
2020-09-04,2226.30 
2020-09-03,2190.01 
2020-09-02,2182.10 
2020-09-01,2161.27 
2020-08-31,2186.31 
2020-08-30,2186.40 
2020-08-29,2176.56 
2020-08-28,2197.21 
2020-08-27,2191.87 
2020-08-26,2158.38 
2020-08-25,2132.84 
2020-08-24,2132.84 
2020-08-23,2132.89 
2020-08-22,2132.93 
2020-08-21,2107.89 
2020-08-20,2186.09 
2020-08-19,2169.87 
2020-08-18,2219.93 
2020-08-17,2219.98 
2020-08-16,2220.02 
2020-08-15,2220.07 
2020-08-14,2252.13 
2020-08-13,2249.88 
2020-08-12,2252.52 
2020-08-11,2229.38 
2020-08-10,2191.55 
2020-08-09,2191.50 
2020-08-08,2191.55 
2020-08-07,2179.30 
2020-08-06,2151.89 
2020-08-05,2118.44 
2020-08-04,2093.61 
2020-08-03,2088.86 
2020-08-02,2088.90 
2020-08-01,2088.95 
2020-07-31,2106.35 
2020-07-30,2099.29 
2020-07-29,2094.69 
2020-07-28,2058.95 
2020-07-27,2038.87 
2020-07-26,2038.91 
2020-07-25,2038.95 
2020-07-24,2054.73 
2020-07-23,2060.51 
2020-07-22,2062.90 
2020-07-21,2035.76 
2020-07-20,2039.27 
2020-07-19,2039.31 
2020-07-18,2039.35 
2020-07-17,2022.43 
2020-07-16,2045.02 
2020-07-15,2027.89 
2020-07-14,2034.44 
2020-07-13,2005.47 
2020-07-12,2005.51 
2020-07-11,2016.58 
2020-07-10,2016.58 
2020-07-09,2003.10 
2020-07-08,2006.53 
2020-07-07,2028.46 
2020-07-06,1995.54 
2020-07-05,1995.58 
2020-07-04,1986.34 
2020-07-03,1986.34 
2020-07-02,1964.17 
2020-07-01,1968.47 
2020-06-30,1956.39 
2020-06-29,1992.63 
2020-06-28,1992.67 
2020-06-27,1992.71 
2020-06-26,1973.87 
2020-06-25,2017.93 
2020-06-24,1985.17 
2020-06-23,1980.89 
2020-06-22,1986.34 
2020-06-21,1986.38 
2020-06-20,1986.42 
2020-06-19,1973.32 
2020-06-18,1976.00 
