date,date
2020-08-30,1168.98 
2020-08-29,1166.02 
2020-08-28,1173.96 
2020-08-27,1172.40 
2020-08-26,1158.43 
2020-08-25,1148.97 
2020-08-24,1148.97 
2020-08-23,1148.99 
2020-08-22,1149.01 
2020-08-21,1133.94 
2020-08-20,1170.61 
2020-08-19,1167.73 
2020-08-18,1184.68 
2020-08-17,1184.70 
2020-08-16,1184.72 
2020-08-15,1184.74 
2020-08-14,1190.61 
2020-08-13,1191.88 
2020-08-12,1193.31 
2020-08-11,1193.70 
2020-08-10,1196.12 
2020-08-09,1196.10 
2020-08-08,1196.12 
2020-08-07,1197.54 
2020-08-06,1195.95 
2020-08-05,1196.57 
2020-08-04,1194.02 
2020-08-03,1191.53 
2020-08-02,1191.55 
2020-08-01,1191.57 
2020-07-31,1192.21 
2020-07-30,1191.53 
2020-07-29,1192.87 
2020-07-28,1184.22 
2020-07-27,1181.13 
2020-07-26,1181.15 
2020-07-25,1181.17 
2020-07-24,1184.64 
2020-07-23,1185.16 
2020-07-22,1186.36 
2020-07-21,1179.18 
2020-07-20,1178.60 
2020-07-19,1178.62 
2020-07-18,1178.64 
2020-07-17,1174.41 
2020-07-16,1177.64 
2020-07-15,1172.16 
2020-07-14,1173.14 
2020-07-13,1162.65 
2020-07-12,1162.67 
2020-07-11,1166.96 
2020-07-10,1166.96 
2020-07-09,1160.39 
2020-07-08,1161.13 
2020-07-07,1168.98 
2020-07-06,1155.73 
2020-07-05,1155.75 
2020-07-04,1147.67 
2020-07-03,1147.67 
2020-07-02,1135.41 
2020-07-01,1134.37 
2020-06-30,1125.46 
2020-06-29,1139.40 
2020-06-28,1139.41 
2020-06-27,1139.43 
2020-06-26,1127.74 
2020-06-25,1145.63 
2020-06-24,1133.33 
2020-06-23,1129.63 
2020-06-22,1131.66 
2020-06-21,1131.68 
2020-06-20,1131.70 
2020-06-19,1124.26 
2020-06-18,1127.54 
2020-06-17,1129.53 
2020-06-16,1083.61 
2020-06-15,1129.10 
2020-06-14,1129.12 
2020-06-13,1129.14 
2020-06-12,1148.46 
2020-06-11,1146.92 
2020-06-10,1148.38 
2020-06-09,1147.95 
2020-06-08,1145.58 
2020-06-07,1145.60 
2020-06-06,1145.62 
2020-06-05,1146.37 
2020-06-04,1146.02 
2020-06-03,1145.93 
2020-06-02,1144.56 
2020-06-01,1144.40 
2020-05-31,1144.42 
2020-05-30,1144.44 
2020-05-29,1141.46 
2020-05-28,1142.03 
2020-05-27,1143.18 
2020-05-26,1135.92 
2020-05-25,1130.86 
2020-05-24,1130.87 
2020-05-23,1130.89 
2020-05-22,1137.27 
2020-05-21,1136.03 
2020-05-20,1132.63 
2020-05-19,1120.38 
2020-05-18,1120.38 
2020-05-17,1117.42 
2020-05-16,1117.44 
2020-05-15,1117.59 
2020-05-14,1112.41 
2020-05-13,1110.28 
2020-05-12,1110.42 
2020-05-11,1108.97 
2020-05-10,1108.99 
2020-05-09,1109.00 
2020-05-08,1106.72 
2020-05-07,1103.25 
2020-05-06,1095.85 
2020-05-05,1095.87 
2020-05-04,1103.95 
2020-05-03,1103.97 
2020-05-02,1103.98 
2020-05-01,1104.00 
2020-04-30,1104.02 
2020-04-29,1100.67 
2020-04-28,1095.92 
2020-04-27,1087.55 
2020-04-26,1087.57 
2020-04-25,1087.59 
2020-04-24,1091.05 
2020-04-23,1088.72 
2020-04-22,1083.71 
2020-04-21,1089.65 
2020-04-20,1092.63 
2020-04-19,1092.65 
2020-04-18,1092.67 
2020-04-17,1076.48 
2020-04-16,1076.27 
2020-04-15,1076.28 
2020-04-14,1064.75 
2020-04-13,1075.71 
2020-04-12,1075.73 
2020-04-11,1075.75 
2020-04-10,1072.57 
2020-04-09,1053.54 
2020-04-08,1059.79 
2020-04-07,1045.76 
2020-04-06,1013.43 
2020-04-05,1013.44 
2020-04-04,1013.45 
2020-04-03,1012.31 
2020-04-02,996.22 
2020-04-01,1000.00 
