date,date
2020-12-08,1744.55 
2020-12-07,1741.52 
2020-12-06,1741.52 
2020-12-05,1741.52 
2020-12-04,1739.98 
2020-12-03,1739.10 
2020-12-02,1733.13 
2020-12-01,1738.01 
2020-11-30,1736.19 
2020-11-29,1736.19 
2020-11-28,1736.18 
2020-11-27,1735.08 
2020-11-26,1736.10 
2020-11-25,1728.76 
2020-11-24,1730.05 
2020-11-23,1727.00 
2020-11-22,1726.99 
2020-11-21,1726.99 
2020-11-20,1730.48 
2020-11-19,1730.72 
2020-11-18,1730.46 
2020-11-17,1723.82 
2020-11-16,1721.09 
2020-11-15,1721.08 
2020-11-14,1721.08 
2020-11-13,1722.97 
2020-11-12,1718.26 
2020-11-11,1723.20 
2020-11-10,1714.76 
2020-11-09,1713.83 
2020-11-08,1713.82 
2020-11-07,1713.82 
2020-11-06,1707.46 
2020-11-05,1694.89 
2020-11-04,1683.54 
2020-11-03,1677.60 
2020-11-02,1682.89 
2020-11-01,1682.88 
2020-10-31,1682.88 
2020-10-30,1684.35 
2020-10-29,1698.60 
2020-10-28,1699.28 
2020-10-27,1707.97 
2020-10-26,1705.96 
2020-10-25,1705.95 
2020-10-24,1705.95 
2020-10-23,1705.80 
2020-10-22,1706.54 
2020-10-21,1709.71 
2020-10-20,1714.11 
2020-10-19,1708.81 
2020-10-18,1708.81 
2020-10-17,1708.81 
2020-10-16,1714.99 
2020-10-15,1715.84 
2020-10-14,1717.41 
2020-10-13,1710.55 
2020-10-12,1702.30 
2020-10-11,1702.29 
2020-10-10,1702.29 
2020-10-09,1702.28 
2020-10-08,1699.55 
2020-10-07,1700.59 
2020-10-06,1696.50 
2020-10-05,1697.78 
2020-10-04,1697.77 
2020-10-03,1697.77 
2020-10-02,1697.76 
2020-10-01,1697.76 
2020-09-30,1697.76 
2020-09-29,1687.98 
2020-09-28,1683.72 
2020-09-27,1683.71 
2020-09-26,1683.71 
2020-09-25,1686.44 
2020-09-24,1687.86 
2020-09-23,1683.76 
2020-09-22,1694.46 
2020-09-21,1697.96 
2020-09-20,1697.96 
2020-09-19,1697.96 
2020-09-18,1702.38 
2020-09-17,1703.80 
2020-09-16,1700.53 
2020-09-15,1694.28 
2020-09-14,1696.59 
2020-09-13,1696.59 
2020-09-12,1696.58 
2020-09-11,1698.76 
2020-09-10,1691.52 
2020-09-09,1700.13 
2020-09-08,1693.00 
2020-09-07,1703.36 
2020-09-06,1703.36 
2020-09-05,1703.35 
2020-09-04,1715.32 
2020-09-03,1710.36 
2020-09-02,1706.48 
2020-09-01,1710.05 
2020-08-31,1709.64 
2020-08-30,1709.63 
2020-08-29,1710.16 
2020-08-28,1706.52 
2020-08-27,1706.83 
2020-08-26,1701.83 
2020-08-25,1699.99 
2020-08-24,1699.99 
2020-08-23,1699.98 
2020-08-22,1699.98 
2020-08-21,1703.33 
2020-08-20,1705.05 
2020-08-19,1703.85 
2020-08-18,1701.63 
2020-08-17,1701.63 
2020-08-16,1701.62 
2020-08-15,1701.62 
2020-08-14,1702.60 
2020-08-13,1697.94 
2020-08-12,1695.82 
2020-08-11,1694.26 
2020-08-10,1695.17 
2020-08-09,1695.17 
2020-08-08,1695.17 
2020-08-07,1696.29 
2020-08-06,1692.78 
2020-08-05,1689.70 
2020-08-04,1683.82 
2020-08-03,1684.77 
2020-08-02,1684.76 
2020-08-01,1684.76 
2020-07-31,1687.95 
2020-07-30,1684.78 
2020-07-29,1684.29 
2020-07-28,1682.65 
2020-07-27,1687.73 
2020-07-26,1687.72 
2020-07-25,1687.72 
2020-07-24,1687.92 
2020-07-23,1687.03 
2020-07-22,1683.21 
2020-07-21,1679.32 
2020-07-20,1676.88 
2020-07-19,1676.87 
2020-07-18,1676.87 
2020-07-17,1678.29 
2020-07-16,1671.19 
2020-07-15,1673.10 
2020-07-14,1668.78 
2020-07-13,1664.19 
2020-07-12,1664.19 
2020-07-11,1667.23 
2020-07-10,1667.23 
2020-07-09,1668.67 
2020-07-08,1670.43 
2020-07-07,1662.02 
2020-07-06,1663.62 
2020-07-05,1663.61 
2020-07-04,1657.91 
2020-07-03,1657.91 
2020-07-02,1653.85 
2020-07-01,1649.30 
2020-06-30,1647.79 
2020-06-29,1653.36 
2020-06-28,1653.36 
2020-06-27,1653.36 
2020-06-26,1651.01 
2020-06-25,1664.12 
2020-06-24,1658.13 
2020-06-23,1658.12 
2020-06-22,1657.94 
2020-06-21,1657.93 
2020-06-20,1657.93 
2020-06-19,1659.45 
2020-06-18,1658.66 
2020-06-17,1646.61 
2020-06-16,1643.00 
2020-06-15,1647.90 
2020-06-14,1647.90 
2020-06-13,1647.90 
2020-06-12,1668.59 
2020-06-11,1671.47 
2020-06-10,1672.52 
2020-06-09,1668.57 
2020-06-08,1657.25 
2020-06-07,1657.25 
2020-06-06,1657.25 
2020-06-05,1658.93 
2020-06-04,1650.11 
2020-06-03,1646.15 
2020-06-02,1641.36 
2020-06-01,1645.11 
2020-05-31,1645.11 
2020-05-30,1645.11 
2020-05-29,1639.95 
2020-05-28,1637.57 
2020-05-27,1629.13 
2020-05-26,1627.60 
2020-05-25,1626.08 
2020-05-24,1626.08 
2020-05-23,1626.07 
2020-05-22,1630.96 
2020-05-21,1626.31 
2020-05-20,1625.62 
2020-05-19,1609.10 
2020-05-18,1609.10 
2020-05-17,1605.72 
2020-05-16,1605.72 
2020-05-15,1608.49 
2020-05-14,1618.78 
2020-05-13,1619.41 
2020-05-12,1616.31 
2020-05-11,1613.49 
2020-05-10,1613.49 
2020-05-09,1613.48 
2020-05-08,1606.65 
2020-05-07,1608.88 
2020-05-06,1604.21 
2020-05-05,1604.21 
2020-05-04,1609.16 
2020-05-03,1609.15 
2020-05-02,1609.14 
2020-05-01,1609.14 
2020-04-30,1609.13 
2020-04-29,1605.14 
2020-04-28,1595.46 
