date,rate
2020-12-08,2139.99 
2020-12-07,2130.76 
2020-12-06,2130.82 
2020-12-05,2130.87 
2020-12-04,2119.80 
2020-12-03,2110.75 
2020-12-02,2096.30 
2020-12-01,2079.27 
2020-11-30,2096.18 
2020-11-29,2096.23 
2020-11-28,2096.28 
2020-11-27,2093.51 
2020-11-26,2082.75 
2020-11-25,2090.97 
2020-11-24,2085.93 
2020-11-23,2069.22 
2020-11-22,2069.27 
2020-11-21,2069.32 
2020-11-20,2066.96 
2020-11-19,2065.52 
2020-11-18,2062.27 
2020-11-17,2063.53 
2020-11-16,2040.26 
2020-11-15,2040.30 
2020-11-14,2040.35 
2020-11-13,2033.33 
2020-11-12,2034.80 
2020-11-11,2023.21 
2020-11-10,2025.66 
2020-11-09,2016.40 
2020-11-08,2016.45 
2020-11-07,2016.49 
2020-11-06,2016.98 
2020-11-05,1993.49 
2020-11-04,1983.46 
2020-11-03,1965.97 
2020-11-02,1954.52 
2020-11-01,1954.56 
2020-10-31,1954.61 
2020-10-30,1982.67 
2020-10-29,1989.57 
2020-10-28,1982.45 
2020-10-27,1984.00 
2020-10-26,1990.13 
2020-10-25,1990.18 
2020-10-24,1990.22 
2020-10-23,1992.40 
2020-10-22,2001.43 
2020-10-21,2000.78 
2020-10-20,1993.81 
2020-10-19,1995.22 
2020-10-18,1995.27 
2020-10-17,1995.31 
2020-10-16,2006.09 
2020-10-15,2013.50 
2020-10-14,2025.26 
2020-10-13,2022.40 
2020-10-12,2019.70 
2020-10-11,2019.75 
2020-10-10,2019.80 
2020-10-09,2019.85 
2020-10-08,2018.81 
2020-10-07,2009.28 
2020-10-06,2007.35 
2020-10-05,1994.99 
2020-10-04,1995.04 
2020-10-03,1995.09 
2020-10-02,1995.14 
2020-10-01,1995.19 
2020-09-30,1995.24 
2020-09-29,1986.46 
2020-09-28,1968.71 
2020-09-27,1968.76 
2020-09-26,1968.81 
2020-09-25,1966.24 
2020-09-24,1990.28 
2020-09-23,1989.74 
2020-09-22,2011.12 
2020-09-21,2024.45 
2020-09-20,2024.50 
2020-09-19,2024.55 
2020-09-18,2024.03 
2020-09-17,2038.57 
2020-09-16,2044.84 
2020-09-15,2036.52 
2020-09-14,2024.62 
2020-09-13,2024.68 
2020-09-12,2024.73 
2020-09-11,2027.01 
2020-09-10,2017.86 
2020-09-09,2023.50 
2020-09-08,2017.71 
2020-09-07,2014.64 
2020-09-06,2014.69 
2020-09-05,2014.74 
2020-09-04,2025.74 
2020-09-03,2011.32 
2020-09-02,2002.16 
2020-09-01,1997.03 
2020-08-31,2009.51 
2020-08-30,2009.61 
2020-08-29,2008.31 
2020-08-28,2015.19 
2020-08-27,2010.39 
2020-08-26,1995.86 
2020-08-25,1983.32 
2020-08-24,1983.32 
2020-08-23,1983.38 
2020-08-22,1983.43 
2020-08-21,1972.26 
2020-08-20,2014.99 
2020-08-19,2007.17 
2020-08-18,2033.81 
2020-08-17,2033.87 
2020-08-16,2033.92 
2020-08-15,2033.98 
2020-08-14,2049.70 
2020-08-13,2045.77 
2020-08-12,2046.67 
2020-08-11,2037.74 
2020-08-10,2020.94 
2020-08-09,2020.88 
2020-08-08,2020.94 
2020-08-07,2011.59 
2020-08-06,1997.94 
2020-08-05,1977.56 
2020-08-04,1966.14 
2020-08-03,1957.42 
2020-08-02,1957.47 
2020-08-01,1957.53 
2020-07-31,1964.61 
2020-07-30,1958.33 
2020-07-29,1957.23 
2020-07-28,1932.63 
2020-07-27,1919.93 
2020-07-26,1919.98 
2020-07-25,1920.03 
2020-07-24,1932.27 
2020-07-23,1933.19 
2020-07-22,1931.10 
2020-07-21,1915.99 
2020-07-20,1918.63 
2020-07-19,1918.68 
2020-07-18,1918.74 
2020-07-17,1905.99 
2020-07-16,1922.64 
2020-07-15,1914.01 
2020-07-14,1916.29 
2020-07-13,1902.52 
2020-07-12,1902.57 
2020-07-11,1905.61 
2020-07-10,1905.61 
2020-07-09,1897.33 
2020-07-08,1899.34 
2020-07-07,1909.44 
2020-07-06,1893.81 
2020-07-05,1893.87 
2020-07-04,1889.84 
2020-07-03,1889.84 
2020-07-02,1874.05 
2020-07-01,1878.02 
2020-06-30,1873.68 
2020-06-29,1892.80 
2020-06-28,1892.85 
2020-06-27,1892.91 
2020-06-26,1878.51 
2020-06-25,1902.56 
2020-06-24,1884.33 
2020-06-23,1879.81 
2020-06-22,1881.33 
2020-06-21,1881.39 
2020-06-20,1881.44 
2020-06-19,1876.34 
2020-06-18,1881.62 
