date,rate
2020-12-08,1986.35 
2020-12-07,1979.77 
2020-12-06,1979.80 
2020-12-05,1979.83 
2020-12-04,1961.39 
2020-12-03,1952.47 
2020-12-02,1934.01 
2020-12-01,1915.51 
2020-11-30,1934.74 
2020-11-29,1934.77 
2020-11-28,1934.80 
2020-11-27,1932.37 
2020-11-26,1921.37 
2020-11-25,1928.17 
2020-11-24,1922.74 
2020-11-23,1898.13 
2020-11-22,1898.15 
2020-11-21,1898.18 
2020-11-20,1896.97 
2020-11-19,1896.73 
2020-11-18,1896.17 
2020-11-17,1898.01 
2020-11-16,1874.65 
2020-11-15,1874.67 
2020-11-14,1874.70 
2020-11-13,1864.06 
2020-11-12,1868.00 
2020-11-11,1852.76 
2020-11-10,1853.48 
2020-11-09,1841.74 
2020-11-08,1841.77 
2020-11-07,1841.80 
2020-11-06,1840.41 
2020-11-05,1816.24 
2020-11-04,1809.60 
2020-11-03,1790.52 
2020-11-02,1778.59 
2020-11-01,1778.61 
2020-10-31,1778.64 
2020-10-30,1804.91 
2020-10-29,1815.76 
2020-10-28,1810.90 
2020-10-27,1817.49 
2020-10-26,1820.99 
2020-10-25,1821.01 
2020-10-24,1821.04 
2020-10-23,1817.32 
2020-10-22,1823.56 
2020-10-21,1821.57 
2020-10-20,1815.27 
2020-10-19,1811.92 
2020-10-18,1811.95 
2020-10-17,1811.98 
2020-10-16,1818.97 
2020-10-15,1826.45 
2020-10-14,1835.71 
2020-10-13,1833.85 
2020-10-12,1829.44 
2020-10-11,1829.46 
2020-10-10,1829.49 
2020-10-09,1829.51 
2020-10-08,1829.32 
2020-10-07,1820.09 
2020-10-06,1818.78 
2020-10-05,1807.31 
2020-10-04,1807.33 
2020-10-03,1807.36 
2020-10-02,1807.39 
2020-10-01,1807.41 
2020-09-30,1807.44 
2020-09-29,1799.42 
2020-09-28,1786.59 
2020-09-27,1786.61 
2020-09-26,1786.64 
2020-09-25,1782.63 
2020-09-24,1804.50 
2020-09-23,1800.97 
2020-09-22,1823.33 
2020-09-21,1830.98 
2020-09-20,1831.00 
2020-09-19,1831.03 
2020-09-18,1829.30 
2020-09-17,1843.63 
2020-09-16,1846.54 
2020-09-15,1838.58 
2020-09-14,1824.17 
2020-09-13,1824.19 
2020-09-12,1824.22 
2020-09-11,1824.80 
2020-09-10,1815.82 
2020-09-09,1826.71 
2020-09-08,1813.91 
2020-09-07,1809.31 
2020-09-06,1809.33 
2020-09-05,1809.36 
2020-09-04,1824.00 
2020-09-03,1808.49 
2020-09-02,1802.45 
2020-09-01,1794.81 
2020-08-31,1812.35 
2020-08-30,1812.41 
2020-08-29,1810.57 
2020-08-28,1819.60 
2020-08-27,1818.68 
2020-08-26,1805.87 
2020-08-25,1795.07 
2020-08-24,1795.07 
2020-08-23,1795.10 
2020-08-22,1795.12 
2020-08-21,1781.32 
2020-08-20,1819.92 
2020-08-19,1817.25 
2020-08-18,1836.69 
2020-08-17,1836.72 
2020-08-16,1836.75 
2020-08-15,1836.78 
2020-08-14,1850.28 
2020-08-13,1848.14 
2020-08-12,1843.61 
2020-08-11,1829.75 
2020-08-10,1816.57 
2020-08-09,1816.54 
2020-08-08,1816.57 
2020-08-07,1812.78 
2020-08-06,1797.69 
2020-08-05,1785.78 
2020-08-04,1774.39 
2020-08-03,1774.28 
2020-08-02,1774.30 
2020-08-01,1774.33 
2020-07-31,1782.62 
2020-07-30,1780.56 
2020-07-29,1775.93 
2020-07-28,1755.39 
2020-07-27,1745.75 
2020-07-26,1745.77 
2020-07-25,1745.80 
2020-07-24,1750.92 
2020-07-23,1756.29 
2020-07-22,1759.54 
2020-07-21,1745.60 
2020-07-20,1747.66 
2020-07-19,1747.69 
2020-07-18,1747.72 
2020-07-17,1739.75 
2020-07-16,1749.02 
2020-07-15,1740.01 
2020-07-14,1740.76 
2020-07-13,1724.73 
2020-07-12,1724.75 
2020-07-11,1733.01 
2020-07-10,1733.01 
2020-07-09,1728.69 
2020-07-08,1731.14 
2020-07-07,1743.12 
2020-07-06,1728.29 
2020-07-05,1728.32 
2020-07-04,1720.89 
2020-07-03,1720.89 
2020-07-02,1708.93 
2020-07-01,1709.23 
2020-06-30,1701.93 
2020-06-29,1718.09 
2020-06-28,1718.11 
2020-06-27,1718.14 
2020-06-26,1705.52 
2020-06-25,1728.97 
2020-06-24,1712.99 
2020-06-23,1710.35 
2020-06-22,1716.87 
2020-06-21,1716.90 
2020-06-20,1716.92 
2020-06-19,1713.21 
2020-06-18,1715.78 
2020-06-17,1714.83 
2020-06-16,1665.37 
2020-06-15,1711.68 
2020-06-14,1711.70 
2020-06-13,1711.73 
2020-06-12,1734.07 
2020-06-11,1745.95 
2020-06-10,1743.79 
2020-06-09,1741.03 
2020-06-08,1740.89 
2020-06-07,1740.92 
2020-06-06,1740.94 
2020-06-05,1727.23 
2020-06-04,1725.61 
2020-06-03,1693.20 
2020-06-02,1682.83 
2020-06-01,1667.51 
2020-05-31,1667.54 
2020-05-30,1667.56 
2020-05-29,1667.02 
2020-05-28,1664.65 
2020-05-27,1663.35 
2020-05-26,1648.33 
2020-05-25,1636.81 
2020-05-24,1636.83 
2020-05-23,1636.86 
2020-05-22,1651.13 
2020-05-21,1647.27 
2020-05-20,1643.88 
2020-05-19,1621.79 
2020-05-18,1621.79 
2020-05-17,1616.30 
2020-05-16,1616.32 
2020-05-15,1614.15 
2020-05-14,1623.01 
2020-05-13,1613.31 
2020-05-12,1617.80 
2020-05-11,1624.86 
2020-05-10,1624.88 
2020-05-09,1624.90 
2020-05-08,1616.65 
2020-05-07,1617.55 
2020-05-06,1601.83 
2020-05-05,1601.85 
2020-05-04,1628.68 
2020-05-03,1628.70 
2020-05-02,1628.72 
2020-05-01,1628.74 
2020-04-30,1628.76 
2020-04-29,1621.05 
2020-04-28,1615.51 
2020-04-27,1599.78 
2020-04-26,1599.80 
2020-04-25,1599.81 
2020-04-24,1612.37 
2020-04-23,1605.19 
2020-04-22,1598.01 
2020-04-21,1607.99 
2020-04-20,1618.30 
2020-04-19,1618.32 
2020-04-18,1618.34 
2020-04-17,1591.34 
2020-04-16,1591.32 
2020-04-15,1591.34 
2020-04-14,1576.37 
2020-04-13,1593.31 
2020-04-12,1593.33 
2020-04-11,1593.35 
2020-04-10,1585.12 
2020-04-09,1570.65 
2020-04-08,1581.04 
2020-04-07,1566.33 
2020-04-06,1533.00 
2020-04-05,1533.01 
2020-04-04,1533.03 
2020-04-03,1534.15 
2020-04-02,1511.96 
2020-04-01,1551.81 
2020-03-31,1534.24 
2020-03-30,1539.01 
2020-03-29,1539.03 
2020-03-28,1539.04 
2020-03-27,1522.02 
2020-03-26,1534.64 
2020-03-25,1486.72 
2020-03-24,1418.61 
2020-03-23,1464.63 
2020-03-22,1464.65 
2020-03-21,1464.66 
2020-03-20,1410.32 
2020-03-19,1471.32 
2020-03-18,1513.58 
2020-03-17,1531.97 
2020-03-16,1557.43 
2020-03-15,1557.45 
2020-03-14,1557.46 
2020-03-13,1584.47 
2020-03-12,1616.12 
2020-03-11,1642.25 
2020-03-10,1639.15 
2020-03-09,1676.62 
2020-03-08,1676.64 
2020-03-07,1676.66 
2020-03-06,1697.55 
2020-03-05,1687.93 
2020-03-04,1664.22 
2020-03-03,1661.11 
2020-03-02,1654.45 
2020-03-01,1654.47 
2020-02-29,1654.49 
2020-02-28,1680.85 
2020-02-27,1691.57 
2020-02-26,1704.49 
2020-02-25,1695.00 
2020-02-24,1729.89 
2020-02-23,1729.91 
2020-02-22,1729.92 
2020-02-21,1741.96 
2020-02-20,1746.32 
2020-02-19,1744.29 
2020-02-18,1759.44 
2020-02-17,1759.17 
2020-02-16,1759.18 
2020-02-15,1759.20 
2020-02-14,1753.78 
2020-02-13,1755.80 
2020-02-12,1748.59 
2020-02-11,1738.57 
2020-02-10,1744.37 
2020-02-09,1744.39 
2020-02-08,1744.41 
2020-02-07,1752.39 
2020-02-06,1724.53 
2020-02-05,1719.53 
2020-02-04,1703.70 
2020-02-03,1702.15 
2020-02-02,1702.16 
