date,rate
2020-12-08,1670.14 
2020-12-07,1646.04 
2020-12-06,1646.05 
2020-12-05,1646.07 
2020-12-04,1633.76 
2020-12-03,1608.26 
2020-12-02,1582.37 
2020-12-01,1610.30 
2020-11-30,1607.56 
2020-11-29,1607.57 
2020-11-28,1607.58 
2020-11-27,1593.06 
2020-11-26,1603.61 
2020-11-25,1597.68 
2020-11-24,1566.17 
2020-11-23,1564.07 
2020-11-22,1564.09 
2020-11-21,1564.10 
2020-11-20,1563.20 
2020-11-19,1562.44 
2020-11-18,1566.06 
2020-11-17,1534.75 
2020-11-16,1521.71 
2020-11-15,1521.73 
2020-11-14,1521.74 
2020-11-13,1527.72 
2020-11-12,1507.86 
2020-11-11,1506.17 
2020-11-10,1491.55 
2020-11-09,1490.05 
2020-11-08,1490.06 
2020-11-07,1490.08 
2020-11-06,1458.64 
2020-11-05,1450.15 
2020-11-04,1426.72 
2020-11-03,1409.79 
2020-11-02,1443.25 
2020-11-01,1443.26 
2020-10-31,1443.28 
2020-10-30,1457.84 
2020-10-29,1451.73 
2020-10-28,1458.13 
2020-10-27,1464.57 
2020-10-26,1461.51 
2020-10-25,1461.52 
2020-10-24,1461.53 
2020-10-23,1470.61 
2020-10-22,1465.41 
2020-10-21,1455.81 
2020-10-20,1452.27 
2020-10-19,1462.68 
2020-10-18,1462.70 
2020-10-17,1462.71 
2020-10-16,1470.29 
2020-10-15,1481.97 
2020-10-14,1479.34 
2020-10-13,1473.07 
2020-10-12,1472.36 
2020-10-11,1472.38 
2020-10-10,1472.39 
2020-10-09,1472.40 
2020-10-08,1460.43 
2020-10-07,1456.61 
2020-10-06,1439.53 
2020-10-05,1429.08 
2020-10-04,1429.09 
2020-10-03,1429.11 
2020-10-02,1429.12 
2020-10-01,1429.13 
2020-09-30,1429.15 
2020-09-29,1410.90 
2020-09-28,1406.35 
2020-09-27,1406.36 
2020-09-26,1406.37 
2020-09-25,1435.49 
2020-09-24,1431.87 
2020-09-23,1462.09 
2020-09-22,1472.82 
2020-09-21,1471.34 
2020-09-20,1471.36 
2020-09-19,1471.37 
2020-09-18,1489.65 
2020-09-17,1493.43 
2020-09-16,1483.83 
2020-09-15,1464.62 
2020-09-14,1465.56 
2020-09-13,1465.57 
2020-09-12,1465.58 
2020-09-11,1453.35 
2020-09-10,1468.11 
2020-09-09,1454.16 
2020-09-08,1446.77 
2020-09-07,1464.85 
2020-09-06,1464.86 
2020-09-05,1464.87 
2020-09-04,1445.11 
2020-09-03,1438.35 
2020-09-02,1427.30 
2020-09-01,1449.77 
2020-08-31,1446.27 
2020-08-30,1446.30 
2020-08-29,1456.82 
2020-08-28,1455.92 
2020-08-27,1438.01 
2020-08-26,1423.98 
2020-08-25,1402.88 
2020-08-24,1402.88 
2020-08-23,1402.89 
2020-08-22,1402.91 
2020-08-21,1454.42 
2020-08-20,1450.93 
2020-08-19,1479.82 
2020-08-18,1497.32 
2020-08-17,1497.33 
2020-08-16,1497.34 
2020-08-15,1497.36 
2020-08-14,1495.07 
2020-08-13,1487.74 
2020-08-12,1471.52 
2020-08-11,1452.74 
2020-08-10,1446.47 
2020-08-09,1446.46 
2020-08-08,1446.47 
2020-08-07,1426.05 
2020-08-06,1411.50 
2020-08-05,1394.41 
2020-08-04,1392.82 
2020-08-03,1404.91 
2020-08-02,1404.92 
2020-08-01,1404.93 
2020-07-31,1402.10 
2020-07-30,1396.36 
2020-07-29,1370.51 
2020-07-28,1358.74 
2020-07-27,1365.57 
2020-07-26,1365.58 
2020-07-25,1365.60 
2020-07-24,1373.81 
2020-07-23,1378.45 
2020-07-22,1362.15 
2020-07-21,1365.68 
2020-07-20,1355.53 
2020-07-19,1355.54 
2020-07-18,1355.55 
2020-07-17,1368.90 
2020-07-16,1358.75 
2020-07-15,1360.39 
2020-07-14,1340.06 
2020-07-13,1349.95 
2020-07-12,1349.96 
2020-07-11,1345.45 
2020-07-10,1345.45 
2020-07-09,1348.86 
2020-07-08,1364.56 
2020-07-07,1339.69 
2020-07-06,1329.75 
2020-07-05,1329.76 
2020-07-04,1311.05 
2020-07-03,1311.05 
2020-07-02,1310.23 
2020-07-01,1301.01 
2020-06-30,1321.45 
2020-06-29,1306.51 
2020-06-28,1306.52 
2020-06-27,1306.53 
2020-06-26,1336.88 
2020-06-25,1317.45 
2020-06-24,1315.02 
2020-06-23,1321.80 
2020-06-22,1315.33 
2020-06-21,1315.34 
2020-06-20,1315.36 
2020-06-19,1320.19 
2020-06-18,1317.61 
2020-06-17,1255.83 
2020-06-16,1314.33 
2020-06-15,1344.29 
2020-06-14,1344.30 
2020-06-13,1344.32 
2020-06-12,1358.60 
2020-06-11,1355.37 
2020-06-10,1353.21 
2020-06-09,1352.68 
2020-06-08,1335.79 
2020-06-07,1335.80 
2020-06-06,1335.82 
2020-06-05,1334.86 
2020-06-04,1294.58 
2020-06-03,1282.71 
2020-06-02,1262.51 
2020-06-01,1261.62 
2020-05-31,1261.63 
2020-05-30,1261.64 
2020-05-29,1258.83 
2020-05-28,1256.91 
2020-05-27,1238.02 
2020-05-26,1223.78 
2020-05-25,1241.14 
2020-05-24,1241.16 
2020-05-23,1241.17 
2020-05-22,1236.53 
2020-05-21,1232.33 
2020-05-20,1205.18 
2020-05-19,1198.76 
2020-05-18,1198.76 
2020-05-17,1197.42 
2020-05-16,1197.43 
2020-05-15,1205.90 
2020-05-14,1196.56 
2020-05-13,1202.55 
2020-05-12,1208.62 
2020-05-11,1198.77 
2020-05-10,1198.78 
2020-05-09,1198.79 
2020-05-08,1200.22 
2020-05-07,1181.69 
2020-05-06,1213.13 
2020-05-05,1213.14 
2020-05-04,1206.62 
2020-05-03,1206.63 
2020-05-02,1206.64 
2020-05-01,1206.65 
2020-04-30,1206.66 
2020-04-29,1199.60 
2020-04-28,1180.25 
2020-04-27,1195.19 
2020-04-26,1195.20 
2020-04-25,1195.21 
2020-04-24,1187.63 
2020-04-23,1176.76 
2020-04-22,1188.85 
2020-04-21,1200.77 
2020-04-20,1167.32 
2020-04-19,1167.34 
2020-04-18,1167.35 
2020-04-17,1169.60 
2020-04-16,1152.51 
2020-04-15,1152.52 
2020-04-14,1172.91 
2020-04-13,1162.86 
2020-04-12,1162.87 
2020-04-11,1162.88 
2020-04-10,1147.44 
2020-04-09,1159.62 
2020-04-08,1142.45 
2020-04-07,1103.30 
2020-04-06,1103.74 
2020-04-05,1103.75 
2020-04-04,1103.76 
2020-04-03,1079.98 
2020-04-02,1122.61 
2020-04-01,1105.38 
2020-03-31,1108.35 
2020-03-30,1089.48 
2020-03-29,1089.49 
2020-03-28,1089.50 
2020-03-27,1102.79 
2020-03-26,1049.09 
