date,date
2020-12-08,1014.67 
2020-12-07,1014.10 
2020-12-06,1014.08 
2020-12-05,1014.06 
2020-12-04,1014.26 
2020-12-03,1013.48 
2020-12-02,1014.15 
2020-12-01,1013.80 
2020-11-30,1014.29 
2020-11-29,1014.27 
2020-11-28,1014.25 
2020-11-27,1013.75 
2020-11-26,1014.47 
2020-11-25,1015.42 
2020-11-24,1015.71 
2020-11-23,1014.91 
2020-11-22,1014.89 
2020-11-21,1014.87 
2020-11-20,1014.90 
2020-11-19,1015.37 
2020-11-18,1014.67 
2020-11-17,1014.52 
2020-11-16,1014.46 
2020-11-15,1014.44 
2020-11-14,1014.42 
2020-11-13,1013.84 
2020-11-12,1012.98 
2020-11-11,1013.88 
2020-11-10,1015.76 
2020-11-09,1015.94 
2020-11-08,1015.92 
2020-11-07,1015.90 
2020-11-06,1017.19 
2020-11-05,1015.77 
2020-11-04,1014.49 
2020-11-03,1014.73 
2020-11-02,1016.55 
2020-11-01,1016.53 
2020-10-31,1016.51 
2020-10-30,1017.34 
2020-10-29,1018.00 
2020-10-28,1017.61 
2020-10-27,1018.27 
2020-10-26,1017.99 
2020-10-25,1017.97 
2020-10-24,1017.95 
2020-10-23,1017.59 
2020-10-22,1017.06 
2020-10-21,1018.62 
2020-10-20,1019.54 
2020-10-19,1018.07 
2020-10-18,1018.06 
2020-10-17,1018.04 
2020-10-16,1019.06 
2020-10-15,1017.68 
2020-10-14,1017.10 
2020-10-13,1016.18 
2020-10-12,1016.81 
2020-10-11,1016.79 
2020-10-10,1016.77 
2020-10-09,1016.75 
2020-10-08,1016.74 
2020-10-07,1016.81 
2020-10-06,1018.56 
2020-10-05,1020.31 
2020-10-04,1020.29 
2020-10-03,1020.28 
2020-10-02,1020.26 
2020-10-01,1020.24 
2020-09-30,1020.23 
2020-09-29,1020.10 
2020-09-28,1019.91 
2020-09-27,1019.89 
2020-09-26,1019.87 
2020-09-25,1019.84 
2020-09-24,1018.70 
2020-09-23,1018.04 
2020-09-22,1017.17 
2020-09-21,1016.91 
2020-09-20,1016.89 
2020-09-19,1016.87 
2020-09-18,1016.94 
2020-09-17,1017.19 
2020-09-16,1016.84 
2020-09-15,1016.24 
2020-09-14,1015.68 
2020-09-13,1015.66 
2020-09-12,1015.64 
2020-09-11,1016.16 
2020-09-10,1016.25 
2020-09-09,1014.98 
2020-09-08,1013.65 
2020-09-07,1014.81 
2020-09-06,1014.79 
2020-09-05,1014.77 
2020-09-04,1015.24 
2020-09-03,1015.19 
2020-09-02,1013.75 
2020-09-01,1014.98 
2020-08-31,1016.70 
2020-08-30,1016.67 
2020-08-29,1018.34 
2020-08-28,1018.98 
2020-08-27,1019.48 
2020-08-26,1019.67 
2020-08-25,1018.58 
2020-08-24,1018.58 
2020-08-23,1018.57 
2020-08-22,1018.55 
2020-08-21,1019.95 
2020-08-20,1020.65 
2020-08-19,1020.62 
2020-08-18,1019.25 
2020-08-17,1019.23 
2020-08-16,1019.21 
2020-08-15,1019.20 
2020-08-14,1020.37 
2020-08-13,1019.56 
2020-08-12,1020.27 
2020-08-11,1019.65 
2020-08-10,1020.74 
2020-08-09,1020.75 
2020-08-08,1020.74 
2020-08-07,1021.18 
2020-08-06,1021.48 
2020-08-05,1021.05 
2020-08-04,1021.36 
2020-08-03,1021.58 
2020-08-02,1021.57 
2020-08-01,1021.55 
2020-07-31,1021.85 
2020-07-30,1020.81 
2020-07-29,1020.31 
2020-07-28,1021.20 
2020-07-27,1021.01 
2020-07-26,1021.00 
2020-07-25,1020.98 
2020-07-24,1020.51 
2020-07-23,1019.92 
2020-07-22,1019.36 
2020-07-21,1020.06 
2020-07-20,1019.49 
2020-07-19,1019.48 
2020-07-18,1019.46 
2020-07-17,1018.66 
2020-07-16,1017.23 
2020-07-15,1017.07 
2020-07-14,1016.88 
2020-07-13,1017.66 
2020-07-12,1017.64 
2020-07-11,1017.61 
2020-07-10,1017.61 
2020-07-09,1018.33 
2020-07-08,1017.81 
2020-07-07,1016.96 
2020-07-06,1017.78 
2020-07-05,1017.76 
2020-07-04,1017.92 
2020-07-03,1017.92 
2020-07-02,1017.11 
2020-07-01,1017.34 
2020-06-30,1017.95 
2020-06-29,1018.93 
2020-06-28,1018.91 
2020-06-27,1018.90 
2020-06-26,1018.46 
2020-06-25,1017.85 
2020-06-24,1017.45 
2020-06-23,1016.62 
