date,date
2020-04-22,1364.72 
2020-04-21,1358.43 
2020-04-20,1356.85 
2020-04-19,1356.84 
2020-04-18,1356.82 
2020-04-17,1366.84 
2020-04-16,1366.40 
2020-04-15,1366.38 
2020-04-14,1365.50 
2020-04-13,1363.49 
2020-04-12,1363.47 
2020-04-11,1363.46 
2020-04-10,1364.10 
2020-04-09,1358.28 
2020-04-08,1345.70 
2020-04-07,1349.75 
2020-04-06,1346.13 
2020-04-05,1346.12 
2020-04-04,1346.10 
2020-04-03,1355.43 
2020-04-02,1349.92 
2020-04-01,1346.19 
2020-03-31,1353.87 
2020-03-30,1351.39 
2020-03-29,1351.37 
2020-03-28,1351.36 
2020-03-27,1345.18 
2020-03-26,1321.32 
2020-03-25,1323.59 
2020-03-24,1317.63 
2020-03-23,1314.27 
2020-03-22,1314.25 
2020-03-21,1314.23 
2020-03-20,1320.08 
2020-03-19,1320.52 
2020-03-18,1338.13 
2020-03-17,1329.79 
2020-03-16,1360.71 
2020-03-15,1360.69 
2020-03-14,1360.67 
2020-03-13,1371.74 
2020-03-12,1373.06 
2020-03-11,1399.20 
2020-03-10,1416.28 
2020-03-09,1418.42 
2020-03-08,1418.40 
2020-03-07,1418.39 
2020-03-06,1413.07 
2020-03-05,1411.57 
2020-03-04,1404.88 
2020-03-03,1417.50 
2020-03-02,1430.89 
2020-03-01,1430.87 
2020-02-29,1430.86 
2020-02-28,1424.55 
2020-02-27,1434.06 
2020-02-26,1446.84 
2020-02-25,1450.27 
2020-02-24,1451.81 
2020-02-23,1451.79 
2020-02-22,1451.78 
2020-02-21,1445.75 
2020-02-20,1444.36 
2020-02-19,1442.22 
2020-02-18,1440.46 
2020-02-17,1439.09 
2020-02-16,1439.06 
2020-02-15,1439.04 
2020-02-14,1439.91 
2020-02-13,1436.80 
2020-02-12,1437.66 
2020-02-11,1438.54 
2020-02-10,1436.87 
2020-02-09,1436.85 
2020-02-08,1436.83 
2020-02-07,1430.82 
2020-02-06,1425.96 
2020-02-05,1423.21 
2020-02-04,1430.34 
2020-02-03,1433.33 
2020-02-02,1433.31 
2020-02-01,1433.29 
2020-01-31,1431.93 
2020-01-30,1426.44 
2020-01-29,1432.21 
2020-01-28,1430.65 
2020-01-27,1430.63 
2020-01-26,1430.60 
2020-01-25,1430.58 
2020-01-24,1430.56 
2020-01-23,1431.15 
2020-01-22,1431.75 
2020-01-21,1426.29 
2020-01-20,1426.19 
2020-01-19,1426.17 
2020-01-18,1426.15 
2020-01-17,1427.18 
2020-01-16,1428.25 
2020-01-15,1428.64 
2020-01-14,1427.47 
2020-01-13,1425.34 
2020-01-12,1425.32 
2020-01-11,1425.29 
2020-01-10,1426.22 
2020-01-09,1428.47 
2020-01-08,1430.26 
2020-01-07,1433.51 
2020-01-06,1429.54 
2020-01-05,1429.52 
2020-01-04,1429.50 
2020-01-03,1427.46 
2020-01-02,1428.40 
2020-01-01,1428.38 
2019-12-31,1428.33 
2019-12-30,1427.88 
2019-12-29,1427.86 
2019-12-28,1427.83 
2019-12-27,1428.72 
2019-12-26,1428.68 
2019-12-25,1428.66 
2019-12-24,1425.06 
2019-12-23,1423.98 
2019-12-22,1423.95 
2019-12-21,1423.93 
2019-12-20,1424.88 
2019-12-19,1426.72 
2019-12-18,1422.87 
2019-12-17,1421.69 
2019-12-16,1418.92 
2019-12-15,1418.90 
2019-12-14,1418.88 
2019-12-13,1419.07 
2019-12-12,1418.82 
2019-12-11,1420.36 
2019-12-10,1416.77 
2019-12-09,1416.15 
2019-12-08,1416.13 
2019-12-07,1416.11 
2019-12-06,1413.47 
2019-12-05,1416.03 
2019-12-04,1418.21 
2019-12-03,1420.53 
2019-12-02,1423.13 
2019-12-01,1423.11 
2019-11-30,1423.09 
2019-11-29,1421.59 
2019-11-28,1421.35 
2019-11-27,1417.85 
2019-11-26,1416.08 
2019-11-25,1417.41 
2019-11-24,1417.39 
2019-11-23,1417.36 
2019-11-22,1418.65 
2019-11-21,1420.08 
2019-11-20,1417.96 
2019-11-19,1414.43 
2019-11-18,1415.63 
2019-11-17,1415.60 
2019-11-16,1415.58 
2019-11-15,1416.73 
2019-11-14,1414.83 
2019-11-13,1412.94 
2019-11-12,1414.23 
2019-11-11,1412.27 
2019-11-10,1412.25 
2019-11-09,1412.22 
2019-11-08,1409.99 
2019-11-07,1410.18 
2019-11-06,1406.71 
2019-11-05,1404.14 
2019-11-04,1409.94 
2019-11-03,1409.91 
2019-11-02,1409.89 
2019-11-01,1410.34 
2019-10-31,1410.72 
2019-10-30,1409.89 
2019-10-29,1408.73 
2019-10-28,1409.97 
2019-10-27,1409.94 
2019-10-26,1409.92 
2019-10-25,1410.91 
2019-10-24,1409.58 
2019-10-23,1408.23 
2019-10-22,1407.92 
2019-10-21,1410.51 
2019-10-20,1410.49 
2019-10-19,1410.47 
2019-10-18,1410.92 
2019-10-17,1409.42 
2019-10-16,1411.97 
2019-10-15,1407.36 
2019-10-14,1405.26 
2019-10-13,1405.24 
2019-10-12,1405.22 
2019-10-11,1406.97 
2019-10-10,1405.75 
2019-10-09,1405.73 
2019-10-08,1403.94 
2019-10-07,1414.24 
2019-10-06,1414.22 
2019-10-05,1414.20 
2019-10-04,1413.21 
2019-10-03,1413.20 
2019-10-02,1411.89 
2019-10-01,1411.67 
2019-09-30,1409.22 
2019-09-29,1409.20 
2019-09-28,1409.18 
2019-09-27,1410.44 
2019-09-26,1411.22 
2019-09-25,1411.89 
2019-09-24,1409.33 
2019-09-23,1407.50 
2019-09-22,1407.48 
2019-09-21,1407.47 
2019-09-20,1406.21 
2019-09-19,1405.67 
2019-09-18,1406.01 
2019-09-17,1401.12 
2019-09-16,1405.03 
2019-09-15,1405.01 
2019-09-14,1405.00 
2019-09-13,1404.98 
2019-09-12,1404.96 
2019-09-11,1406.77 
2019-09-10,1406.67 
2019-09-09,1404.08 
2019-09-08,1404.07 
2019-09-07,1404.05 
2019-09-06,1402.01 
2019-09-05,1404.76 
2019-09-04,1403.00 
2019-09-03,1401.21 
2019-09-02,1399.31 
2019-09-01,1399.30 
2019-08-31,1399.28 
2019-08-30,1401.29 
2019-08-29,1400.12 
2019-08-28,1398.85 
2019-08-27,1404.28 
2019-08-26,1403.34 
2019-08-25,1403.33 
2019-08-24,1403.31 
2019-08-23,1400.01 
2019-08-22,1400.88 
2019-08-21,1399.99 
2019-08-20,1395.97 
2019-08-19,1403.36 
2019-08-18,1403.35 
2019-08-17,1403.33 
2019-08-16,1398.36 
2019-08-15,1398.35 
2019-08-14,1399.32 
2019-08-13,1399.26 
2019-08-12,1393.53 
2019-08-11,1393.51 
2019-08-10,1393.49 
2019-08-09,1393.89 
2019-08-08,1395.58 
2019-08-07,1402.17 
2019-08-06,1408.08 
2019-08-05,1404.35 
2019-08-04,1404.33 
2019-08-03,1404.31 
2019-08-02,1402.35 
2019-08-01,1407.67 
2019-07-31,1405.27 
2019-07-30,1403.86 
2019-07-29,1404.25 
2019-07-28,1404.23 
2019-07-27,1404.21 
2019-07-26,1404.47 
2019-07-25,1399.99 
2019-07-24,1399.02 
2019-07-23,1400.76 
2019-07-22,1401.64 
2019-07-21,1401.62 
2019-07-20,1401.60 
2019-07-19,1402.52 
2019-07-18,1399.60 
2019-07-17,1398.20 
2019-07-16,1399.24 
2019-07-15,1400.82 
2019-07-14,1400.80 
2019-07-13,1400.77 
2019-07-12,1401.82 
2019-07-11,1401.87 
2019-07-10,1404.22 
2019-07-09,1406.30 
2019-07-08,1404.82 
2019-07-07,1404.80 
2019-07-06,1404.78 
2019-07-05,1402.84 
2019-07-04,1400.89 
2019-07-03,1396.35 
2019-07-02,1393.89 
2019-07-01,1394.82 
2019-06-30,1394.79 
2019-06-29,1394.77 
2019-06-28,1393.89 
2019-06-27,1395.80 
2019-06-26,1396.71 
2019-06-25,1399.21 
2019-06-24,1398.13 
2019-06-23,1398.11 
2019-06-22,1398.08 
2019-06-21,1398.33 
2019-06-20,1391.50 
2019-06-19,1390.73 
2019-06-18,1391.76 
2019-06-17,1392.41 
2019-06-16,1392.39 
2019-06-15,1392.36 
2019-06-14,1391.56 
2019-06-13,1390.31 
2019-06-12,1387.08 
2019-06-11,1383.78 
2019-06-10,1382.85 
2019-06-09,1382.82 
2019-06-08,1382.80 
2019-06-07,1379.42 
2019-06-06,1379.39 
2019-06-05,1376.06 
2019-06-04,1378.53 
2019-06-03,1377.85 
2019-06-02,1377.83 
2019-06-01,1377.80 
2019-05-31,1378.72 
2019-05-30,1381.21 
2019-05-29,1378.64 
2019-05-28,1375.30 
2019-05-27,1379.68 
2019-05-26,1379.66 
2019-05-25,1379.63 
2019-05-24,1381.34 
2019-05-23,1378.49 
2019-05-22,1380.15 
2019-05-21,1380.63 
2019-05-20,1376.92 
2019-05-19,1376.89 
2019-05-18,1376.87 
2019-05-17,1375.37 
2019-05-16,1371.10 
2019-05-15,1374.98 
2019-05-14,1374.12 
2019-05-13,1378.46 
2019-05-12,1378.43 
2019-05-11,1378.40 
2019-05-10,1378.11 
2019-05-09,1381.51 
2019-05-08,1383.29 
2019-05-07,1384.08 
2019-05-06,1384.05 
2019-05-05,1384.02 
2019-05-04,1383.99 
2019-05-03,1384.94 
2019-05-02,1384.92 
2019-05-01,1384.90 
2019-04-30,1383.06 
2019-04-29,1383.77 
2019-04-28,1383.74 
2019-04-27,1383.71 
2019-04-26,1386.11 
2019-04-25,1384.44 
2019-04-24,1383.00 
2019-04-23,1382.41 
2019-04-22,1382.85 
2019-04-21,1382.82 
2019-04-20,1382.79 
2019-04-19,1382.30 
2019-04-18,1379.41 
2019-04-17,1378.49 
2019-04-16,1378.29 
2019-04-15,1379.35 
2019-04-14,1379.32 
2019-04-13,1379.29 
2019-04-12,1379.28 
2019-04-11,1380.01 
2019-04-10,1380.21 
2019-04-09,1379.58 
2019-04-08,1378.25 
2019-04-07,1378.22 
2019-04-06,1378.19 
2019-04-05,1375.82 
2019-04-04,1373.47 
2019-04-03,1371.69 
2019-04-02,1370.56 
2019-04-01,1373.05 
2019-03-31,1373.02 
2019-03-30,1373.00 
2019-03-29,1373.44 
2019-03-28,1370.45 
2019-03-27,1369.42 
2019-03-26,1376.15 
2019-03-25,1374.63 
2019-03-24,1374.60 
2019-03-23,1374.58 
2019-03-22,1376.72 
2019-03-21,1374.14 
2019-03-20,1372.15 
2019-03-19,1368.82 
2019-03-18,1365.82 
2019-03-17,1365.79 
2019-03-16,1365.76 
2019-03-15,1363.90 
2019-03-14,1363.60 
2019-03-13,1360.63 
2019-03-12,1362.32 
2019-03-11,1364.05 
2019-03-10,1364.02 
2019-03-09,1363.99 
2019-03-08,1363.10 
2019-03-07,1361.22 
2019-03-06,1360.83 
2019-03-05,1358.43 
2019-03-04,1359.67 
2019-03-03,1359.64 
2019-03-02,1359.61 
2019-03-01,1359.58 
2019-02-28,1358.88 
2019-02-27,1357.78 
2019-02-26,1356.33 
2019-02-25,1357.88 
2019-02-24,1357.85 
2019-02-23,1357.82 
2019-02-22,1355.75 
2019-02-21,1356.55 
2019-02-20,1355.80 
2019-02-19,1351.01 
2019-02-18,1351.68 
2019-02-17,1351.65 
2019-02-16,1351.62 
2019-02-15,1351.25 
2019-02-14,1349.23 
2019-02-13,1347.57 
2019-02-12,1349.75 
2019-02-11,1354.05 
2019-02-10,1354.02 
2019-02-09,1353.98 
2019-02-08,1347.57 
2019-02-07,1347.53 
2019-02-06,1347.50 
2019-02-05,1347.47 
2019-02-04,1347.44 
2019-02-03,1347.41 
2019-02-02,1347.38 
2019-02-01,1345.40 
2019-01-31,1341.39 
2019-01-30,1344.43 
2019-01-29,1344.46 
2019-01-28,1344.96 
2019-01-27,1344.93 
2019-01-26,1344.90 
2019-01-25,1345.43 
2019-01-24,1347.95 
2019-01-23,1348.50 
2019-01-22,1341.49 
2019-01-21,1342.06 
2019-01-20,1342.03 
2019-01-19,1342.00 
2019-01-18,1340.92 
2019-01-17,1340.27 
2019-01-16,1342.56 
2019-01-15,1343.07 
2019-01-14,1340.27 
2019-01-13,1340.24 
2019-01-12,1340.21 
2019-01-11,1339.96 
2019-01-10,1338.22 
2019-01-09,1338.64 
2019-01-08,1331.66 
2019-01-07,1332.59 
2019-01-06,1332.56 
2019-01-05,1332.53 
2019-01-04,1331.83 
2019-01-03,1331.34 
2019-01-02,1325.26 
2019-01-01,1325.23 
2018-12-31,1329.92 
2018-12-30,1329.89 
2018-12-29,1329.86 
2018-12-28,1330.57 
2018-12-27,1332.03 
2018-12-26,1331.58 
2018-12-25,1331.55 
2018-12-24,1335.42 
2018-12-23,1335.39 
2018-12-22,1335.36 
2018-12-21,1335.34 
2018-12-20,1338.67 
2018-12-19,1341.07 
2018-12-18,1341.83 
2018-12-17,1341.75 
2018-12-16,1341.72 
2018-12-15,1341.69 
2018-12-14,1336.35 
2018-12-13,1334.68 
2018-12-12,1339.48 
2018-12-11,1338.13 
2018-12-10,1347.21 
2018-12-09,1347.18 
2018-12-08,1347.15 
2018-12-07,1349.97 
2018-12-06,1351.30 
2018-12-05,1347.56 
2018-12-04,1346.58 
2018-12-03,1346.59 
2018-12-02,1346.56 
2018-12-01,1346.53 
2018-11-30,1345.71 
2018-11-29,1344.81 
2018-11-28,1340.12 
2018-11-27,1338.45 
2018-11-26,1340.87 
2018-11-25,1340.84 
2018-11-24,1340.81 
2018-11-23,1336.13 
2018-11-22,1339.54 
2018-11-21,1340.58 
2018-11-20,1341.56 
2018-11-19,1343.75 
2018-11-18,1343.72 
2018-11-17,1343.69 
2018-11-16,1344.03 
2018-11-15,1341.72 
2018-11-14,1343.89 
2018-11-13,1344.18 
2018-11-12,1342.35 
2018-11-11,1342.32 
2018-11-10,1342.29 
2018-11-09,1337.57 
2018-11-08,1338.89 
2018-11-07,1336.61 
2018-11-06,1337.09 
2018-11-05,1336.55 
2018-11-04,1336.52 
2018-11-03,1336.49 
2018-11-02,1333.34 
2018-11-01,1332.01 
2018-10-31,1330.06 
2018-10-30,1335.90 
2018-10-29,1330.57 
2018-10-28,1330.53 
2018-10-27,1330.50 
2018-10-26,1332.00 
2018-10-25,1334.03 
2018-10-24,1335.25 
2018-10-23,1333.29 
2018-10-22,1336.15 
2018-10-21,1336.12 
2018-10-20,1336.08 
2018-10-19,1337.72 
2018-10-18,1332.72 
2018-10-17,1329.73 
2018-10-16,1330.37 
2018-10-15,1337.58 
2018-10-14,1337.55 
2018-10-13,1337.51 
2018-10-12,1339.33 
2018-10-11,1341.29 
2018-10-10,1342.70 
2018-10-09,1342.66 
2018-10-08,1344.61 
2018-10-07,1344.58 
2018-10-06,1344.54 
2018-10-05,1344.62 
2018-10-04,1346.93 
2018-10-03,1346.89 
2018-10-02,1351.37 
2018-10-01,1350.31 
2018-09-30,1350.27 
2018-09-29,1350.24 
2018-09-28,1346.79 
2018-09-27,1343.09 
2018-09-26,1343.05 
2018-09-25,1343.02 
2018-09-24,1342.98 
2018-09-23,1342.95 
2018-09-22,1342.91 
2018-09-21,1341.64 
2018-09-20,1342.63 
2018-09-19,1343.37 
2018-09-18,1342.93 
2018-09-17,1343.10 
2018-09-16,1343.06 
2018-09-15,1343.03 
2018-09-14,1342.93 
2018-09-13,1343.79 
2018-09-12,1340.30 
2018-09-11,1342.14 
2018-09-10,1342.96 
2018-09-09,1342.93 
2018-09-08,1342.90 
2018-09-07,1344.89 
2018-09-06,1347.08 
2018-09-05,1344.28 
2018-09-04,1347.41 
2018-09-03,1349.40 
2018-09-02,1349.36 
2018-09-01,1349.33 
2018-08-31,1346.92 
2018-08-30,1347.93 
2018-08-29,1345.85 
2018-08-28,1345.23 
2018-08-27,1345.60 
2018-08-26,1345.56 
2018-08-25,1345.53 
2018-08-24,1344.62 
2018-08-23,1342.06 
2018-08-22,1341.21 
2018-08-21,1340.41 
2018-08-20,1338.35 
2018-08-19,1338.32 
2018-08-18,1338.28 
2018-08-17,1340.91 
2018-08-16,1341.16 
2018-08-15,1341.13 
2018-08-14,1346.64 
2018-08-13,1347.02 
2018-08-12,1346.98 
2018-08-11,1346.95 
2018-08-10,1347.78 
2018-08-09,1344.95 
2018-08-08,1345.03 
2018-08-07,1343.51 
2018-08-06,1347.15 
2018-08-05,1347.12 
2018-08-04,1347.08 
2018-08-03,1349.16 
2018-08-02,1346.98 
2018-08-01,1346.30 
2018-07-31,1344.12 
2018-07-30,1342.12 
2018-07-29,1342.08 
2018-07-28,1342.04 
2018-07-27,1343.79 
2018-07-26,1341.41 
2018-07-25,1340.32 
2018-07-24,1341.43 
2018-07-23,1342.46 
2018-07-22,1342.42 
2018-07-21,1342.39 
2018-07-20,1340.73 
2018-07-19,1340.00 
2018-07-18,1340.49 
2018-07-17,1339.30 
2018-07-16,1337.13 
2018-07-15,1337.10 
2018-07-14,1337.06 
2018-07-13,1342.00 
2018-07-12,1343.03 
2018-07-11,1339.84 
2018-07-10,1339.00 
2018-07-09,1336.69 
2018-07-08,1336.65 
2018-07-07,1336.61 
2018-07-06,1335.03 
2018-07-05,1331.78 
2018-07-04,1332.33 
2018-07-03,1331.42 
2018-07-02,1331.81 
2018-07-01,1331.77 
2018-06-30,1331.73 
2018-06-29,1329.93 
2018-06-28,1330.14 
2018-06-27,1334.15 
2018-06-26,1329.28 
2018-06-25,1333.27 
2018-06-24,1333.23 
2018-06-23,1333.19 
2018-06-22,1332.46 
2018-06-21,1332.56 
2018-06-20,1334.60 
2018-06-19,1336.67 
2018-06-18,1332.39 
2018-06-17,1332.36 
2018-06-16,1332.32 
2018-06-15,1332.86 
2018-06-14,1328.88 
2018-06-13,1328.85 
2018-06-12,1329.57 
2018-06-11,1329.55 
2018-06-10,1329.51 
2018-06-09,1329.47 
2018-06-08,1331.33 
2018-06-07,1330.94 
2018-06-06,1330.90 
2018-06-05,1326.44 
2018-06-04,1330.10 
2018-06-03,1330.06 
2018-06-02,1330.02 
2018-06-01,1328.01 
2018-05-31,1333.39 
2018-05-30,1335.04 
2018-05-29,1335.68 
2018-05-28,1338.86 
2018-05-27,1338.82 
2018-05-26,1338.78 
2018-05-25,1343.38 
2018-05-24,1340.60 
2018-05-23,1341.30 
2018-05-22,1341.26 
2018-05-21,1340.07 
2018-05-20,1340.03 
2018-05-19,1339.99 
2018-05-18,1339.89 
2018-05-17,1340.56 
2018-05-16,1339.64 
2018-05-15,1339.65 
2018-05-14,1339.75 
2018-05-13,1339.71 
2018-05-12,1339.66 
2018-05-11,1337.68 
2018-05-10,1338.58 
2018-05-09,1336.08 
2018-05-08,1338.33 
2018-05-07,1338.29 
2018-05-06,1338.25 
2018-05-05,1338.21 
2018-05-04,1337.96 
2018-05-03,1337.25 
2018-05-02,1337.59 
2018-05-01,1337.55 
2018-04-30,1336.05 
2018-04-29,1336.01 
2018-04-28,1335.97 
2018-04-27,1336.81 
2018-04-26,1336.52 
2018-04-25,1335.82 
2018-04-24,1335.67 
2018-04-23,1336.42 
2018-04-22,1336.38 
2018-04-21,1336.35 
2018-04-20,1334.98 
2018-04-19,1332.09 
2018-04-18,1332.38 
2018-04-17,1332.71 
2018-04-16,1331.24 
2018-04-15,1330.67 
2018-04-14,1330.63 
2018-04-13,1332.28 
2018-04-12,1329.82 
2018-04-11,1330.03 
2018-04-10,1331.24 
2018-04-09,1324.68 
2018-04-08,1324.64 
2018-04-07,1324.60 
2018-04-06,1323.51 
2018-04-05,1325.40 
2018-04-04,1324.65 
2018-04-03,1324.61 
