date,rate
2020-12-08,1319.48 
2020-12-07,1315.83 
2020-12-06,1315.87 
2020-12-05,1315.91 
2020-12-04,1305.15 
2020-12-03,1300.26 
2020-12-02,1288.84 
2020-12-01,1278.86 
2020-11-30,1289.55 
2020-11-29,1289.59 
2020-11-28,1289.63 
2020-11-27,1288.90 
2020-11-26,1282.16 
2020-11-25,1287.93 
2020-11-24,1283.96 
2020-11-23,1270.36 
2020-11-22,1270.40 
2020-11-21,1270.44 
2020-11-20,1269.87 
2020-11-19,1269.49 
2020-11-18,1268.91 
2020-11-17,1269.49 
2020-11-16,1254.56 
2020-11-15,1254.59 
2020-11-14,1254.63 
2020-11-13,1248.55 
2020-11-12,1251.13 
2020-11-11,1246.64 
2020-11-10,1247.64 
2020-11-09,1240.05 
2020-11-08,1240.09 
2020-11-07,1240.12 
2020-11-06,1238.78 
2020-11-05,1223.01 
2020-11-04,1219.71 
2020-11-03,1209.57 
2020-11-02,1202.31 
2020-11-01,1202.34 
2020-10-31,1202.38 
2020-10-30,1218.97 
2020-10-29,1224.00 
2020-10-28,1220.66 
2020-10-27,1222.90 
2020-10-26,1227.12 
2020-10-25,1227.16 
2020-10-24,1227.20 
2020-10-23,1225.94 
2020-10-22,1232.00 
2020-10-21,1229.28 
2020-10-20,1223.49 
2020-10-19,1223.39 
2020-10-18,1223.43 
2020-10-17,1223.47 
2020-10-16,1229.38 
2020-10-15,1233.67 
2020-10-14,1238.88 
2020-10-13,1238.27 
2020-10-12,1235.58 
2020-10-11,1235.62 
2020-10-10,1235.66 
2020-10-09,1235.69 
2020-10-08,1235.02 
2020-10-07,1230.88 
2020-10-06,1230.34 
2020-10-05,1222.45 
2020-10-04,1222.49 
2020-10-03,1222.53 
2020-10-02,1222.56 
2020-10-01,1222.60 
2020-09-30,1222.64 
2020-09-29,1217.99 
2020-09-28,1209.63 
2020-09-27,1209.67 
2020-09-26,1209.70 
2020-09-25,1207.09 
2020-09-24,1222.03 
2020-09-23,1219.78 
2020-09-22,1232.56 
2020-09-21,1238.33 
2020-09-20,1238.37 
2020-09-19,1238.40 
2020-09-18,1237.73 
2020-09-17,1247.35 
2020-09-16,1251.82 
2020-09-15,1245.85 
2020-09-14,1237.07 
2020-09-13,1237.11 
2020-09-12,1237.14 
2020-09-11,1238.38 
2020-09-10,1230.42 
2020-09-09,1237.56 
2020-09-08,1234.75 
2020-09-07,1234.68 
2020-09-06,1234.72 
2020-09-05,1234.75 
2020-09-04,1243.47 
2020-09-03,1233.51 
2020-09-02,1231.08 
2020-09-01,1226.38 
2020-08-31,1237.12 
2020-08-30,1237.20 
2020-08-29,1236.16 
2020-08-28,1241.41 
2020-08-27,1238.03 
2020-08-26,1227.86 
2020-08-25,1221.43 
2020-08-24,1221.43 
2020-08-23,1221.47 
2020-08-22,1221.50 
2020-08-21,1212.80 
2020-08-20,1236.32 
2020-08-19,1231.66 
2020-08-18,1244.96 
2020-08-17,1245.00 
2020-08-16,1245.03 
2020-08-15,1245.07 
2020-08-14,1253.44 
2020-08-13,1253.86 
2020-08-12,1255.88 
2020-08-11,1250.53 
2020-08-10,1241.56 
2020-08-09,1241.53 
2020-08-08,1241.56 
2020-08-07,1236.57 
2020-08-06,1226.88 
2020-08-05,1215.23 
2020-08-04,1208.82 
2020-08-03,1203.91 
