property,insName,fCode,fName,price,earn1,earn3,earn5,fee,fClassCode,largeType,smallType,fSize,manager,trustee,riskClass,earnDev
일반,한화생명,KLVL01V5205,5대그룹주식형Ⅱ,1398.49,73.23,37.32,64.71,0.957,211AA60011000000Z,국내투자,주식형,191.25,미래에셋자산운용/신한자산운용,하나은행,1,25.39220451
일반,한화생명,KLVL01V5311,5대그룹주혼합형Ⅱ,1586.11,31.69,22.39,33.78,0.5438,2125005011000000Z,국내투자,주식혼합형,501.41,미래에셋자산운용/신한자산운용/한국투자신탁운용,하나은행,4,6.576093065
일반,한화생명,KLVL01V6304,5대그룹주혼합형Ⅲ,1594.16,31.87,22.81,34.53,0.5411,2125005011000000Z,국내투자,주식혼합형,330.63,미래에셋자산운용/신한자산운용,한국외환은행,4,6.406387438
일반,한화생명,KLVL01V9101,V파생혼합형,1347.64,7.02,10.23,18.36,0.3765,2179001011000000Z,국내투자,기타형,31320.67,DWS자산운용/KB자산운용/미래에셋자산운용/신한자산운용/우리자산운용/이스트스프링자산운용코리아/하나UBS자산운용/한국투자신탁운용/한화자산운용,하나은행,5,2.269812768
일반,한화생명,KLVL01V5203,가치주식형Ⅱ,1516.44,71.11,31.43,59.77,0.9208,211AA60011210000Z,국내투자,주식형,1837.1,DB자산운용/KB자산운용/마이다스에셋자산운용/미래에셋자산운용/베어링자산운용/브이아이피투자자문/신한자산운용/트리니티투자자문/하이자산운용,하나은행,1,28.05799708
일반,한화생명,KLVL01V4304,가치주혼합형,1816.26,31.99,23.26,32.87,0.5311,2125005011210000Z,국내투자,주식혼합형,1781.6,V&S투자자문/마이다스에셋자산운용/베어링자산운용/유리자산운용/한국투자신탁운용/한화자산운용,하나은행,4,6.1730422
일반,한화생명,KLVL01V2304,가치주혼합형,2559.38,29.88,20.32,33.18,0.5308,2125005011210000Z,국내투자,주식혼합형,5061.49,HDC자산운용/KB자산운용/V&S투자자문/교보악사자산운용/대신자산운용/미래에셋자산운용/브이아이피투자자문/신한자산운용/이스트스프링자산운용코리아/트러스톤자산운용/한국투자신탁운용/한화자산운용/현대인베스트먼트자산운용,하나은행,4,6.759940828
일반,한화생명,KLVL01V5302,가치주혼합형Ⅱ,2044.49,30.25,19.19,31.14,0.5082,2125005011210000Z,국내투자,주식혼합형,9584.85,DB자산운용/HDC자산운용/KB자산운용/NH-CA자산운용/마이다스에셋자산운용/미래에셋자산운용/베어링자산운용/브이아이피투자자문/신한자산운용/유진자산운용/트리니티투자자문/하이자산운용/한국투자신탁운용/한화자산운용/현대인베스트먼트자산운용,하나은행,4,7.820601
일반,한화생명,KLVL01V6302,가치주혼합형Ⅲ,1856.27,30.57,20.93,31.62,0.523,2125005011210000Z,국내투자,주식혼합형,6343.82,DB자산운용/DWS자산운용/KB자산운용/V&S투자자문/교보악사자산운용/스카이투자자문/신한자산운용/하이자산운용/한국투자신탁운용,한국외환은행,4,6.816509371
일반,한화생명,KLVL01V5305,대표주혼합형Ⅱ,2004.38,26.11,19.79,29.52,0.5224,2136004011000000Z,국내투자,채권혼합형,298.43,마이다스에셋자산운용/한국투자신탁운용,하나은행,5,4.468914857
일반,한화생명,KLVL01V5204,배당주식형Ⅱ,1390.19,68.12,23.52,42.45,0.957,211AA60011230000Z,국내투자,주식형,88.12,KB자산운용,하나은행,1,31.53696244
일반,한화생명,KLVL01V5306,배당주혼합형Ⅱ,1884.85,17.28,13.83,17.87,0.5014,2137003011230000Z,국내투자,채권혼합형,436.15,KB자산운용/한국투자신탁운용,하나은행,5,2.439518395
일반,한화생명,KLVL01V2302,배당플러스혼합형,2240.26,30.25,17.39,25.3,0.5445,2125005011230000Z,국내투자,주식혼합형,372.62,KB자산운용/한국투자신탁운용,하나은행,4,9.093393206
일반,한화생명,KLVL01V2201,성장주식형,2915.02,60.82,29.05,53.04,0.8717,2110109011220000Z,국내투자,주식형,1821.62,DB자산운용/HDC자산운용/V&S투자자문/대신자산운용/미래에셋자산운용/베어링자산운용/삼성액티브자산운용/스카이투자자문/신한자산운용/유리자산운용,하나은행,2,22.46478244
일반,한화생명,KLVL01V5201,성장주식형Ⅱ,1446.58,71.34,25.99,49.69,0.8695,211AA60011220000Z,국내투자,주식형,1739.47,HDC자산운용/미래에셋자산운용/삼성액티브자산운용/신한자산운용/유진자산운용/이스트스프링자산운용코리아,하나은행,1,32.06729253
일반,한화생명,KLVL01V5303,성장주혼합형Ⅱ,2153.36,31.74,19.92,32.81,0.5272,2125005011220000Z,국내투자,주식혼합형,5668.16,DB자산운용/J&J투자자문/KB자산운용/마이다스에셋자산운용/삼성액티브자산운용/신한자산운용/유진자산운용/이스트스프링자산운용코리아/한국투자신탁운용/한화자산운용,하나은행,4,8.358002154
일반,한화생명,KLVL01V2305,시스템혼합형,2345.67,30.52,21.75,36.41,0.4921,2125005011000000Z,국내투자,주식혼합형,318.46,유리자산운용/한국투자신탁운용,하나은행,4,6.201326471
일반,한화생명,KLVL01V3302,안정혼합형,1925.62,5.32,9.01,10.65,0.328,1130901011000000Z,국내투자,채권혼합형,41.45,한화자산운용,하나은행,5,2.609224023
일반,한화생명,KLVL01V2308,알파인덱스혼합형,1865.89,30.86,25.36,40.77,0.512,2125005012000031Z,국내투자,주식혼합형,175.36,한화자산운용,하나은행,5,3.889087297
일반,한화생명,KLVL01V5308,알파인덱스혼합형Ⅱ,1805.51,31.35,24.03,40.4,0.492,2125005012000031Z,국내투자,주식혼합형,521.26,유리자산운용/한국투자신탁운용,하나은행,4,5.176021638
일반,한화생명,KLVL01V5202,인덱스주식형Ⅱ,1720.2,70.6,40.06,74.18,0.639,211AA60012000031Z,국내투자,주식형,2469.52,DB자산운용/대신자산운용/신한자산운용/한화자산운용/현대인베스트먼트자산운용,하나은행,2,21.5950411
일반,한화생명,KLVL01V7202,인덱스주식형Ⅳ,1756.54,69.9,40.16,79.62,0.6501,211AA60012000031Z,국내투자,주식형,674.75,유리자산운용/한화자산운용,하나은행,2,21.02935567
일반,한화생명,KLVL01V6201,인덱스주식형Ⅴ,1559.89,70.26,-,-,0.807,211AA60012000031Z,국내투자,주식형,105.35,대신자산운용,하나은행,0,-
일반,한화생명,KLVL01V5304,인덱스혼합형Ⅱ,2118.29,21.65,18.73,29.65,0.4716,2136004012000031Z,국내투자,채권혼합형,2717.23,DB자산운용/대신자산운용/신한자산운용/유리자산운용/한화자산운용,하나은행,5,2.064751801
일반,한화생명,KLVL01V6303,인덱스혼합형Ⅲ,2117.56,31.19,24.62,40.04,0.4835,2125005012000031Z,국내투자,주식혼합형,4933.28,DB자산운용/대신자산운용/미래에셋자산운용/신한자산운용/유리자산운용/한화자산운용,한국외환은행,5,4.645691552
일반,한화생명,KLVL01V7201,일반주식형Ⅳ,1409.06,70.43,33.36,52.04,0.957,211AA90011000000Z,국내투자,주식형,182.54,현대인베스트먼트자산운용,하나은행,1,26.21244838
일반,한화생명,KLVL01V6204,일반주식형Ⅴ,1824.97,75.03,-,-,0.767,211AA60011000000Z,국내투자,주식형,56.95,이스트스프링자산운용코리아,하나은행,0,-
일반,한화생명,KLVL01V2101,채권형,1799.21,-0.15,7.22,7.78,0.337,21400AA011000000Z,국내투자,채권형,1148.96,DB자산운용/우리자산운용/한국투자신탁운용,하나은행,4,5.211376977
일반,한화생명,KLVL01V4103,채권형,1745.96,0.05,7.02,7.43,0.337,21400AA011000000Z,국내투자,채권형,711.92,한국투자신탁운용,하나은행,5,4.928534265
일반,한화생명,KLVL01V4102,채권형,1844.58,-0.03,7.39,7.95,0.3298,21400AA011000000Z,국내투자,채권형,5363.22,DB자산운용/우리자산운용/한국투자신탁운용,우리은행,4,5.246732316
일반,한화생명,KLVL01V3101,채권형,1857.39,-0.42,5.62,4.92,0.337,11400AA011000000Z,국내투자,채권형,126.05,한국투자신탁운용,하나은행,5,4.270924958
일반,한화생명,KLVL01V4101,채권형,1983.78,-0.38,6.8,7.15,0.335,11400AA011000000Z,국내투자,채권형,1845.79,우리자산운용/유리자산운용/한국투자신탁운용,하나은행,4,5.077026689
일반,한화생명,KLVL01V5101,채권형Ⅱ,1772.3,0.06,7.75,8.41,0.326,21400AA011000000Z,국내투자,채권형,7503.9,신한자산운용/우리자산운용/유리자산운용/한국투자신탁운용/한화자산운용,하나은행,4,5.437651147
일반,한화생명,KLVL01V6101,채권형Ⅲ,1479.72,-0.14,7.51,8.38,0.3348,21400AA011000000Z,국내투자,채권형,3409.06,신한자산운용/우리자산운용/한국투자신탁운용,하나은행,4,5.409366876
일반,한화생명,KLVL01V7101,채권형Ⅳ,1106.07,-0.16,7.28,7.93,0.3346,21400AA011000000Z,국내투자,채권형,2281.13,우리자산운용/유리자산운용/한국투자신탁운용,하나은행,4,5.260874452
일반,한화생명,KLVL01V6102,채권형Ⅴ,1010.54,-0.06,-,-,0.377,21400AA011000000Z,국내투자,채권형,125.15,한국투자신탁운용,하나은행,0,-
일반,한화생명,KLVL01V6205,프리미엄주식파생형Ⅴ,1358.67,26.24,-,-,0.637,217AA60018005000Z,국내투자,기타형,40.89,신한자산운용,하나은행,0,-
일반,한화생명,KLVL01V2301,혼합형,2487.87,18.16,16.21,24.29,0.4796,2137003011000000Z,국내투자,채권혼합형,2424.34,DB자산운용/KB자산운용/마이다스에셋자산운용/신한자산운용/한화자산운용,하나은행,5,1.378858223
일반,한화생명,KLVL01V4303,혼합형,2323.92,18.19,15.91,21.67,0.4909,2137003011000000Z,국내투자,채권혼합형,4583.71,DB자산운용/J&J투자자문/KB자산운용/교보악사자산운용/마이다스에셋자산운용/신한자산운용/유리자산운용/한화자산운용/흥국자산운용,하나은행,5,1.612203461
일반,한화생명,KLVL01V4302,혼합형,2315,17.71,15.43,22.44,0.4622,2137003011000000Z,국내투자,채권혼합형,36968.83,DB자산운용/J&J투자자문/KB자산운용/NH-CA자산운용/마이다스에셋자산운용/미래에셋자산운용/삼성액티브자산운용/삼성자산운용/스카이투자자문/신한자산운용/우리자산운용/유진자산운용/트러스톤자산운용/한국투자신탁운용/한화자산운용,우리은행,5,1.612203461
일반,한화생명,KLVL01V3301,혼합형,2301.48,17.51,11.8,17.22,0.4827,1130703011000000Z,국내투자,채권혼합형,968.5,교보악사자산운용/미래에셋자산운용/신한자산운용/한국투자신탁운용,하나은행,5,4.037579721
일반,한화생명,KLVL01V4301,혼합형,2730.84,32.35,20.8,32.83,0.5301,1120905011000000Z,국내투자,주식혼합형,2304.86,KB자산운용/마이다스에셋자산운용/유진자산운용/한국투자신탁운용/한화자산운용/현대인베스트먼트자산운용,하나은행,4,8.167083323
일반,한화생명,KLVL01V5301,혼합형Ⅱ,2072.4,18.2,16.02,24,0.4896,2137003011000000Z,국내투자,채권혼합형,6173.24,DB자산운용/KB자산운용/베어링자산운용/삼성액티브자산운용/스카이투자자문/신한자산운용/유리자산운용/하나UBS자산운용/하이자산운용/한화자산운용,하나은행,5,1.541492783
일반,한화생명,KLVL01V6301,혼합형Ⅲ,1723.57,17.21,15.78,22.23,0.4849,2137003011000000Z,국내투자,채권혼합형,9931.69,DB자산운용/HDC자산운용/KTB자산운용/NH-CA자산운용/V&S투자자문/마이다스에셋자산운용/신한자산운용/유리자산운용/이스트스프링자산운용코리아/한화자산운용/현대인베스트먼트자산운용,한국외환은행,5,1.011162697
일반,ABL생명,KLVL0200C21,2형 채권형(VUL),1553.43,-1.23,4.07,4.63,0.428,21400AA011000000Z,국내투자,채권형,4.97,미래에셋자산운용,우리은행,5,3.74766594
일반,ABL생명,KLVL0200C22,2형 혼합형(VUL),2151.95,16.18,12.54,19.65,0.788,2130803011000000Z,국내투자,채권혼합형,37.63,신한자산운용,우리은행,5,2.573868684
일반,ABL생명,KLVL0200C32,3형 혼합형(VUL),1728.2,16.5,14.36,20.81,0.788,2130803011000000Z,국내투자,채권혼합형,0.08,신한자산운용,우리은행,5,1.513208512
일반,ABL생명,KLVL0200C73,Index혼합형,1862.96,37.69,27.81,42.68,0.488,212AA06012000031Z,국내투자,주식혼합형,14.39,우리글로벌자산운용,우리은행,4,6.986214998
일반,ABL생명,KLVL0200C53,K200리스크컨트롤형,1782.07,71.64,37.48,62,0.675,217AA00014005031Z,국내투자,기타형,97.22,이스트스프링자산운용코리아,우리은행,2,24.15476765
일반,ABL생명,KLVL0200G11,MMF재간접형,1032.72,0.22,2.64,-,0.3155,21440AA011000000Z,국내투자,채권형,94.59,키움투자자산운용,국민은행,5,1.71119841
일반,ABL생명,KLVL0200C78,고배당포커스30채권혼합재간접형,1249.61,17.81,20.62,-,0.395,2136003011111100Z,국내투자,채권혼합형,7.22,미래에셋자산운용,우리은행,5,1.986970055
일반,ABL생명,KLVL0200C79,네비게이터주식재간접형,1512.53,76.85,29.72,-,0.465,211A460011210000Z,국내투자,주식형,45.79,한국투자신탁운용,우리은행,1,33.3259426
일반,ABL생명,KLVL0200C75,단기국공채재간접형,1055.09,0.55,3.53,-,0.386,21460AA011111100Z,국내투자,채권형,27.4,키움투자자산운용,우리은행,5,2.107178208
일반,ABL생명,KLVL0200C83,밸류고배당주식FOFS,1355.93,57.92,16.24,32.17,0.465,211AA00011230000Z,국내투자,주식형,139.46,미래에셋자산운용,우리은행,1,29.47221064
일반,ABL생명,KLVL0200C76,베스트국공채재간접형,1053.78,-0.49,5.03,-,0.386,214A0AA011111300Z,국내투자,채권형,83.35,프랭클린템플턴투자신탁운용,우리은행,5,3.903229432
일반,ABL생명,KLVL0200G19,빅데이터국내주식형,1328.89,61.06,35.62,-,0.725,211AA09011000000Z,국내투자,주식형,85.88,이스트스프링자산운용코리아,국민은행,2,17.98879651
일반,ABL생명,KLVL0200C42,성장형(SVUL),2938.62,69.72,38.77,61.44,0.7825,211A109011000000Z,국내투자,주식형,296.56,마이다스에셋자산운용/이스트스프링자산운용코리아,우리은행,2,21.88495488
일반,ABL생명,KLVL0200C13,성장형(유니버셜),3102.29,65.15,28.73,56.16,1.0053,211A109011000000Z,국내투자,주식형,1737.82,KB자산운용/교보악사자산운용/삼성액티브자산운용/우리글로벌자산운용/트러스톤자산운용,국민은행,1,25.75282897
일반,ABL생명,KLVL0200G14,스마트롱숏재간접형,1077.62,13.03,7.81,-,0.6305,2170550016000000Z,국내투자,기타형,0.73,미래에셋자산운용,국민은행,5,3.691097398
일반,ABL생명,KLVL0200C11,안정형(유니버셜),1514.35,0.54,3.58,6.05,0.288,21409AA011001100Z,국내투자,채권형,82.54,우리글로벌자산운용,국민은행,5,2.149604615
일반,ABL생명,KLVL0200A23,연금 혼합2형(VL),1978.61,15.39,7.96,13.43,0.6701,2130803011000031Z,국내투자,채권혼합형,366.36,삼성자산운용/이스트스프링자산운용코리아,우리은행,4,5.253803384
일반,ABL생명,KLVL0200A11,종신 채권형(VL),1679.12,-1.33,3.86,4.5,0.428,21400AA011000000Z,국내투자,채권형,69.37,미래에셋자산운용,우리은행,5,3.669884194
일반,ABL생명,KLVL0200E11,종신 채권형(VL)통합,1573.95,-1.27,4,5.02,0.428,21400AA011000000Z,국내투자,채권형,31.35,미래에셋자산운용,우리은행,5,3.726452737
일반,ABL생명,KLVL0200E12,종신 혼합형(VL)통합,1779.3,16.8,13.71,20.98,0.788,2130803011000000Z,국내투자,채권혼합형,303.67,신한자산운용,우리은행,5,2.184959954
일반,ABL생명,KLVL0200C61,주식혼합형(VUL),2028.18,43.91,23.67,46.5,0.488,2120306011000000Z,국내투자,주식혼합형,155.93,신한자산운용,우리은행,3,14.31184125
일반,ABL생명,KLVL0200C84,중소형BEST주식FOFS,1454.06,81.27,38.38,46.62,0.465,211AA00011002100Z,국내투자,주식형,24.63,우리글로벌자산운용,우리은행,1,30.32780985
일반,ABL생명,KLVL0200C74,채권형,1385.76,-1.1,3.96,5.52,0.388,21400AA011000000Z,국내투자,채권형,380.79,미래에셋자산운용,우리은행,5,3.577960313
일반,ABL생명,KLVL0200A51,채권형(PBVA),1255.93,0.71,5.05,6.67,0.488,21409AA011000000Z,국내투자,채권형,3679.64,우리글로벌자산운용,우리은행,5,3.06884343
일반,ABL생명,KLVL0200D11,채권형(VUL종신),1469.56,-1.07,4.19,5.24,0.468,21400AA011000000Z,국내투자,채권형,356.42,삼성자산운용,우리은행,5,3.719381669
일반,ABL생명,KLVL0200A21,채권형(연금),1547.54,-1.9,2.32,1.88,0.428,21400AA011000000Z,국내투자,채권형,30.28,미래에셋자산운용,우리은행,5,2.983990617
일반,ABL생명,KLVL0200C12,채권형A(유니버셜),1671.85,-1.2,4.26,5.26,0.468,21400AA011000000Z,국내투자,채권형,145.6,삼성자산운용,국민은행,5,3.860803025
일반,ABL생명,KLVL0200A36,코리아인덱스(INDEX VA),1836.29,29.08,22.54,39.26,0.588,212AA05012000041Z,국내투자,주식혼합형,3.86,우리글로벌자산운용,우리은행,5,4.624478349
일반,ABL생명,KLVL0200A52,코리아인덱스형(PBVA),1926.8,67.21,35.33,68.82,0.6725,211AA09012000031Z,국내투자,주식형,2368.21,우리글로벌자산운용,우리은행,2,22.54256418
일반,ABL생명,KLVL0200D12,혼합1형(VUL종신),1844.3,16.81,13.67,21.02,0.788,2130803011000000Z,국내투자,채권혼합형,3832.13,신한자산운용,우리은행,5,2.220315293
일반,ABL생명,KLVL0200A22,혼합1형(연금),1943.9,16.2,11.32,17.1,0.788,2130803011000000Z,국내투자,채권혼합형,157.28,신한자산운용,우리은행,5,3.450681092
일반,ABL생명,KLVL0200A12,혼합1형(종신),2147.54,16.16,11.19,17.46,0.7719,2130803011000000Z,국내투자,채권혼합형,2125.65,교보악사자산운용/마이다스에셋자산운용/삼성자산운용/이스트스프링자산운용코리아/한국투자밸류자산운용,우리은행,5,3.514320702
일반,삼성생명,KLVL0326230,10대그룹주식혼합형,2185.93,31.55,28.76,51.69,0.5929,2120805011000000Z,국내투자,주식혼합형,172.08,삼성자산운용,국민은행,5,1.97282792
일반,삼성생명,KLVL0327040,MMF형,1019.75,0.66,-,-,0.162,21400AA011001100Z,국내투자,채권형,648.75,삼성자산운용,국민은행,0,-
일반,삼성생명,KLVL0326040,MMF형,1407.31,0.78,3.88,6.07,0.162,21400AA011001100Z,국내투자,채권형,1598.9,삼성자산운용,국민은행,5,2.192031022
일반,삼성생명,KLVL0326430,S Selection주식형,1491.61,69.54,28.63,51.36,0.542,211AA60011000000Z,국내투자,주식형,61.38,미래에셋자산운용/삼성자산운용,국민은행,1,28.92773842
일반,삼성생명,KLVL0327150,그로스50혼합형,1919.32,31.52,25.77,39.88,0.6166,2120805011220000Z,국내투자,주식혼합형,294.09,DB자산운용/HDC자산운용/삼성자산운용,국민은행,5,4.065863992
일반,삼성생명,KLVL0326150,그로스50혼합형,1840.71,31.09,25.62,35.76,0.6166,2120805011220000Z,국내투자,주식혼합형,175.53,DB자산운용/HDC자산운용/삼성자산운용,국민은행,5,3.867874093
일반,삼성생명,KLVL0327190,그로스주식형,2175.51,74.16,45,77.04,0.9199,211AA60011220000Z,국내투자,주식형,2129.93,BNK자산운용/DB자산운용/HDC자산운용/삼성자산운용/현대인베스트먼트자산운용,국민은행,2,20.61923374
일반,삼성생명,KLVL0326260,그로스주식형,1882.91,71.73,43.58,71.53,0.9161,211AA60011220000Z,국내투자,주식형,941.13,BNK자산운용/DB자산운용/HDC자산운용/삼성자산운용/현대인베스트먼트자산운용,국민은행,2,19.90505589
일반,삼성생명,KLVL0326090,그로스혼합형,2019.51,18.1,18.25,24.21,0.542,2130803011220000Z,국내투자,채권혼합형,1313.75,DB자산운용/HDC자산운용/KB자산운용/삼성자산운용/현대인베스트먼트자산운용,국민은행,6,0.106066017
일반,삼성생명,KLVL0325090,그로스혼합형,2204.17,18.17,18.33,24.25,0.5495,2130803011220000Z,국내투자,채권혼합형,2503.71,DB자산운용/HDC자산운용/KB자산운용/삼성자산운용/인피니티투자자문/현대인베스트먼트자산운용,국민은행,6,0.113137085
일반,삼성생명,KLVL0324090,그로스혼합형,2948.07,31.68,27.65,35.01,0.63,2120805011220000Z,국내투자,주식혼합형,302.91,HDC자산운용/삼성자산운용,국민은행,5,2.849640328
일반,삼성생명,KLVL0324040,단기채권형,1427.55,0.34,2.98,4.87,0.283,21400AA011001100Z,국내투자,채권형,42.2,삼성자산운용,국민은행,5,1.866761902
일반,삼성생명,KLVL0323040,단기채권형,1381.97,-0.22,1.49,2.37,0.2855,11400AA011001100Z,국내투자,채권형,65.89,삼성자산운용,국민은행,5,1.209152596
일반,삼성생명,KLVL0326470,배당가치주식형,1300.08,67.29,-,-,0.5402,211AA60011230000Z,국내투자,주식형,7.5,삼성자산운용,국민은행,0,-
일반,삼성생명,KLVL0327140,배당주50혼합형,1553.22,27.96,18.72,30.45,0.6136,2120805011230000Z,국내투자,주식혼합형,269.62,삼성자산운용/한국투자밸류자산운용,국민은행,4,6.533666658
일반,삼성생명,KLVL0326140,배당주50혼합형,1551.87,27.3,15.83,27.6,0.6107,2120805011230000Z,국내투자,주식혼합형,196.71,마이다스에셋자산운용/삼성자산운용/한국투자밸류자산운용,국민은행,4,8.11051478
일반,삼성생명,KLVL0327180,배당주주식형,1874.92,63.71,25.54,46.39,0.9333,211AA60011230000Z,국내투자,주식형,4263.28,마이다스에셋자산운용/베어링자산운용/삼성자산운용/신영자산운용/트러스톤자산운용/한국투자밸류자산운용,국민은행,1,26.99026584
일반,삼성생명,KLVL0326250,배당주주식형,1898.58,62.21,24.54,46.93,0.9188,211AA60011230000Z,국내투자,주식형,1777.17,마이다스에셋자산운용/베어링자산운용/삼성액티브자산운용/삼성자산운용/신영자산운용/트러스톤자산운용/한국투자밸류자산운용,국민은행,1,26.63671245
일반,삼성생명,KLVL0326080,배당주혼합형,2008.24,16.02,13.9,20.4,0.542,2130803011230000Z,국내투자,채권혼합형,1496.1,KB자산운용/마이다스에셋자산운용/삼성자산운용/한국투자밸류자산운용,국민은행,5,1.499066376
일반,삼성생명,KLVL0325080,배당주혼합형,1967.89,15.69,13.27,19.07,0.5577,2130803011230000Z,국내투자,채권혼합형,1473.4,NH-CA자산운용/마이다스에셋자산운용/삼성액티브자산운용/삼성자산운용/한국투자밸류자산운용,국민은행,5,1.71119841
일반,삼성생명,KLVL0324080,배당주혼합형,2196.48,27.16,16.31,28.37,0.6117,2120805011230000Z,국내투자,주식혼합형,145.01,마이다스에셋자산운용/삼성자산운용/한국투자밸류자산운용,국민은행,4,7.672108576
일반,삼성생명,KLVL0327210,삼성그룹주식형,1740.34,66.75,44.13,97.67,0.531,211AA60011254100Z,국내투자,주식형,5212.93,삼성자산운용,국민은행,2,15.99475539
일반,삼성생명,KLVL0326280,삼성그룹주식형,2087.26,66.83,43.94,97.83,0.5323,211AA60011254100Z,국내투자,주식형,5743.58,삼성자산운용,국민은행,2,16.18567422
일반,삼성생명,KLVL0326220,삼성그룹주식혼합형,2057.14,29.11,26.14,48.86,0.4505,2120805011254100Z,국내투자,주식혼합형,156.68,삼성자산운용,국민은행,5,2.10010714
일반,삼성생명,KLVL0326330,업종대표알파주식형,1967.86,76.22,52.28,71.41,0.892,211AA60011000000Z,국내투자,주식형,511.74,마이다스에셋자산운용/삼성자산운용/한화자산운용,국민은행,2,16.92813634
일반,삼성생명,KLVL0327220,업종대표주식형,1611.93,71.41,34.34,62.3,0.855,211AA60011000000Z,국내투자,주식형,4509.46,KB자산운용/교보악사자산운용/삼성자산운용/이스트스프링자산운용코리아/키움투자자산운용/한화자산운용,국민은행,1,26.21244838
일반,삼성생명,KLVL0326320,업종대표주식형,1730.5,69.29,32.92,60.1,0.834,211AA60011000000Z,국내투자,주식형,3313.09,KB자산운용/교보악사자산운용/삼성자산운용/이스트스프링자산운용코리아/키움투자자산운용/한화자산운용,국민은행,1,25.71747363
일반,삼성생명,KLVL0327170,인덱스주식형,1956.63,72.22,40.41,75.94,0.852,211AA60012000031Z,국내투자,주식형,14004.67,DB자산운용/LS자산운용/교보악사자산운용/삼성자산운용/유리자산운용/하나UBS자산운용/하이자산운용/한화자산운용,국민은행,2,22.49306671
일반,삼성생명,KLVL0326270,인덱스주식형,2040.97,72.29,40.48,76.17,0.8663,211AA60012000031Z,국내투자,주식형,6494.6,DB자산운용/LS자산운용/교보악사자산운용/삼성자산운용/유리자산운용/하나UBS자산운용/하이자산운용/한화자산운용,국민은행,2,22.49306671
일반,삼성생명,KLVL0327120,인덱스주식혼합형,1814.83,31.9,24.43,40.42,0.682,2120805012000031Z,국내투자,주식혼합형,2875.56,DB자산운용/교보악사자산운용/삼성자산운용/하이자산운용,국민은행,4,5.282087655
일반,삼성생명,KLVL0326120,인덱스주식혼합형,1844.19,32.01,24.69,40.64,0.6726,2120805012000031Z,국내투자,주식혼합형,2086.73,DB자산운용/삼성자산운용/하이자산운용/한국투자신탁운용,국민은행,4,5.176021638
일반,삼성생명,KLVL0326050,인덱스혼합형,2098.68,18.32,17.97,26.96,0.542,2130803012000031Z,국내투자,채권혼합형,6518.74,KB자산운용/미래에셋자산운용/삼성자산운용/하이자산운용/한화자산운용,국민은행,6,0.247487373
일반,삼성생명,KLVL0324050,인덱스혼합형,3006.33,31.7,24.37,39.94,0.6791,2120805012000031Z,국내투자,주식혼합형,3042.58,DB자산운용/교보악사자산운용/삼성자산운용/유리자산운용,국민은행,4,5.183092706
일반,삼성생명,KLVL0323050,인덱스혼합형,2444.39,17.51,16.01,23.55,0.5467,1130803012000031Z,국내투자,채권혼합형,7445.11,DB자산운용/DWS자산운용/KB자산운용/LS자산운용/교보악사자산운용/삼성자산운용/하이자산운용,국민은행,5,1.060660172
일반,삼성생명,KLVL0327160,일반주식형,1947.08,72.71,30.81,57.07,0.9166,211AA60011000000Z,국내투자,주식형,4141.26,J&J투자자문/NH-CA자산운용/그로쓰힐투자자문/삼성액티브자산운용/삼성자산운용/에셋플러스자산운용/키움투자자산운용/토러스투자자문/한국투자신탁운용/한화자산운용,국민은행,1,29.62777413
일반,삼성생명,KLVL0326240,일반주식형,1899.29,70.47,28.86,55.62,0.9058,211AA60011000000Z,국내투자,주식형,2331.37,J&J투자자문/NH-CA자산운용/그로쓰힐투자자문/삼성액티브자산운용/삼성자산운용/에셋플러스자산운용/키움투자자산운용/토러스투자자문/한국투자신탁운용/한화자산운용,국민은행,1,29.42271317
일반,삼성생명,KLVL0327050,장기채권형,963.24,-,-,-,0.387,21400AA011001400Z,국내투자,채권형,165.88,삼성자산운용,국민은행,0,-
일반,삼성생명,KLVL0326180,주식70혼합형,1729.96,47.16,26.61,50.11,0.7772,2110807011000000Z,국내투자,주식형,7.4,그로쓰힐투자자문/삼성자산운용,국민은행,3,14.53104435
일반,삼성생명,KLVL0327100,주식혼합형,1532.5,31.11,19.76,32.15,0.6448,2120805011000000Z,국내투자,주식혼합형,1143.16,J&J투자자문/그로쓰힐투자자문/삼성자산운용/키움투자자산운용/한국투자신탁운용,국민은행,4,8.025661966
일반,삼성생명,KLVL0326110,주식혼합형,1628.47,30.55,18.42,28.57,0.6242,2120805011000000Z,국내투자,주식혼합형,1993.98,NH-CA자산운용/그로쓰힐투자자문/삼성자산운용/키움투자자산운용/토러스투자자문/한국투자신탁운용/한화자산운용,국민은행,4,8.577205256
일반,삼성생명,KLVL0326100,주식혼합형,1633.31,31.82,20.5,32.36,0.6281,2120805011000000Z,국내투자,주식혼합형,589.24,그로쓰힐투자자문/삼성자산운용/한국투자신탁운용,국민은행,4,8.004448763
일반,삼성생명,KLVL0326010,채권형,1115.41,-0.01,6.48,7,0.392,21400AA011000000Z,국내투자,채권형,7190.58,KB자산운용/미래에셋자산운용/베어링자산운용/삼성자산운용/이스트스프링자산운용코리아/키움투자자산운용/한국투자신탁운용/한화자산운용,국민은행,5,4.58912301
