property,insName,fCode,fName,price,earn1,earn3,earn5,fee,fClassCode,largeType,smallType,fSize,manager,trustee,riskClass,earnDev
일반,하나생명,KLVL630BBC6,단기채권형,1529.89,0.54,3.44,5.9,0.182,21490AA011001100Z,국내투자,채권형,14.9,베어링자산운용,신한은행,5,2.050609665
일반,하나생명,KLVL63M1906,달러ELS거치형1906,10.44,55.36,-,-,0.882,21700AA011005200X,국내투자,기타형,0.01,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M1907,달러ELS거치형1907,10.68,2.99,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M1908,달러ELS거치형1908,10.46,35.14,-,-,0.882,21700AA011005200X,국내투자,기타형,0.01,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M1909,달러ELS거치형1909,10.48,48.86,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M1910,달러ELS거치형1910,9.94,43.85,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M1911,달러ELS거치형1911,9.99,46.05,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M1912,달러ELS거치형1912,9.46,35.34,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2001,달러ELS거치형2001,10.18,41.78,-,-,0.882,21700AA011005200X,국내투자,기타형,0.01,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2002,달러ELS거치형2002,10.38,3.49,-,-,0.882,21700AA011005200X,국내투자,기타형,0.01,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2003,달러ELS거치형2003,10.11,1.1,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2004,달러ELS거치형2004,9.64,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2005,달러ELS거치형2005,9.59,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2006,달러ELS거치형2006,9.27,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2007,달러ELS거치형2007,9.89,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2008,달러ELS거치형2008,10.19,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0.01,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2009,달러ELS거치형2009,9.87,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0.01,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2010,달러ELS거치형2010,9.7,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0.01,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2011,달러ELS거치형2011,9.3,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0.01,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2012,달러ELS거치형2012,9.5,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0.01,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2101,달러ELS거치형2101,9.59,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2102,달러ELS거치형2102,9.62,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL63M2103,달러ELS거치형2103,10,-,-,-,0.882,21700AA011005200X,국내투자,기타형,0,메리츠자산운용,우리은행,0,-
일반,하나생명,KLVL630BBK5,변액저축 MMF형,1039.7,0.55,3.44,-,0.142,21490AA011000000Z,국내투자,채권형,64.1,삼성자산운용,신한은행,5,2.043538598
일반,하나생명,KLVL630BBA3,안정성장형,2221.68,30.83,19.09,30.28,0.5766,2125005011000000Z,국내투자,주식혼합형,1243.39,미래에셋자산운용/베어링자산운용/하나UBS자산운용/하이자산운용/한화자산운용,신한은행,4,8.301433611
일반,하나생명,KLVL630BBD2,안정성장형(3형),1448.55,25.61,15.08,25.8,0.4911,2125005011000000Z,국내투자,주식혼합형,8.86,미래에셋자산운용/하나UBS자산운용,신한은행,4,7.445834406
일반,하나생명,KLVL630BBB2,안정성장형(3형),1473.1,26.29,17.58,25.73,0.392,2125005011000000Z,국내투자,주식혼합형,73.48,베어링자산운용,신한은행,4,6.158900064
일반,하나생명,KLVL630BBJ2,안정성장형(5형),1337.01,28.01,16.5,26.17,0.4923,2125005011000000Z,국내투자,주식혼합형,0.9,미래에셋자산운용/하나UBS자산운용,신한은행,4,8.138799051
일반,하나생명,KLVL630BBG3,안정성장형(5형),1277.11,25.51,13.36,22.13,0.4912,2125005011000000Z,국내투자,주식혼합형,12.92,미래에셋자산운용/하나UBS자산운용,신한은행,4,8.591347391
일반,하나생명,KLVL630BBA4,안정성장형Ⅱ,2120.32,28,18.49,27.86,0.3978,2125005011000000Z,국내투자,주식혼합형,227.63,베어링자산운용/하나UBS자산운용,신한은행,4,6.724585489
일반,하나생명,KLVL630BBG4,안정성장형Ⅱ(5형),1275.98,24.43,13.31,21.53,0.4111,2125005011000000Z,국내투자,주식혼합형,1.88,베어링자산운용/하나UBS자산운용,신한은행,4,7.863027407
일반,하나생명,KLVL630BBC2,인덱스성장형,2107.53,67.32,39.64,77.02,0.532,2110309012000031Z,국내투자,주식형,56.94,하나UBS자산운용,신한은행,2,19.5727157
일반,하나생명,KLVL630BBA2,인덱스성장형,2201.5,29.05,21.84,37.28,0.495,2124005012000031Z,국내투자,주식혼합형,1309.09,교보악사자산운용/미래에셋자산운용/삼성자산운용/신한자산운용/하나UBS자산운용,신한은행,4,5.098239892
일반,하나생명,KLVL630BBD1,인덱스성장형(3형),1539.65,29.51,23.33,41.46,0.4183,2125005012000031Z,국내투자,주식혼합형,9.53,미래에셋자산운용/하나UBS자산운용,신한은행,5,4.369919908
일반,하나생명,KLVL630BBB1,인덱스성장형(3형),1574.58,27.85,20.72,36.36,0.4951,2124005012000031Z,국내투자,주식혼합형,93.1,미래에셋자산운용/삼성자산운용,신한은행,4,5.04167135
일반,하나생명,KLVL630BBF2,인덱스성장형(4형),1851.19,66.8,39.21,77.32,0.532,2110309012000031Z,국내투자,주식형,2.4,하나UBS자산운용,신한은행,2,19.50907609
일반,하나생명,KLVL630BBI2,인덱스성장형(5형),1763.86,66.44,38.5,75.91,0.532,2110309012000031Z,국내투자,주식형,1.34,하나UBS자산운용,신한은행,2,19.75656347
일반,하나생명,KLVL630BBJ1,인덱스성장형(5형),1471.39,27.04,22.68,40.15,0.4158,2125005012000031Z,국내투자,주식혼합형,0.69,미래에셋자산운용/하나UBS자산운용,신한은행,5,3.082985566
일반,하나생명,KLVL630BBG2,인덱스성장형(5형),1410.07,26.98,20.01,35.68,0.4924,2124005012000031Z,국내투자,주식혼합형,17.29,미래에셋자산운용/삼성자산운용,신한은행,5,4.928534265
일반,하나생명,KLVL630BBB3,인덱스혼합형(3형),1451.95,17.05,15.19,23.58,0.475,2130803012000031Z,국내투자,채권혼합형,3.75,미래에셋자산운용/삼성자산운용,신한은행,5,1.315218613
일반,하나생명,KLVL630BBG5,인덱스혼합형(5형),1281.15,14.69,12.65,21.12,0.4753,2130803012000031Z,국내투자,채권혼합형,4.19,미래에셋자산운용/삼성자산운용,신한은행,5,1.442497834
일반,하나생명,KLVL630BBA5,인덱스혼합형1,2154.7,15.44,15.3,22.64,0.4698,2130803012000031Z,국내투자,채권혼합형,156.12,미래에셋자산운용/삼성자산운용,신한은행,6,0.098994949
일반,하나생명,KLVL630BBA7,인덱스혼합형2,2074.75,16.25,15.37,23.94,0.4699,2130803012000031Z,국내투자,채권혼합형,1.54,미래에셋자산운용/하나UBS자산운용,신한은행,5,0.622253967
일반,하나생명,KLVL630BBA1,주식성장형,1615.6,43.32,25.81,41.13,0.6443,2113007011000000Z,국내투자,주식형,47.13,하나UBS자산운용,신한은행,3,12.38143974
일반,하나생명,KLVL630BBC1,주식성장형,3798.47,65.06,34,59.83,0.6928,2110309011000000Z,국내투자,주식형,1092.94,KB자산운용/미래에셋자산운용/베어링자산운용/하나UBS자산운용/하이자산운용/한화자산운용,신한은행,2,21.96273662
일반,하나생명,KLVL630BBF1,주식성장형(4형),1738.48,64.43,34.5,53.19,0.492,2110309011000000Z,국내투자,주식형,13.19,베어링자산운용/신영자산운용,신한은행,2,21.16370596
일반,하나생명,KLVL630BBI1,주식성장형(5형),1500.88,65.88,25.58,46.39,0.532,2110309011000000Z,국내투자,주식형,3.7,하나UBS자산운용,신한은행,1,28.49640328
일반,하나생명,KLVL630BBC3,주식혼합형,2720.84,23.73,19.46,29.64,0.392,2120705011000000Z,국내투자,주식혼합형,15.33,베어링자산운용,신한은행,5,3.019345956
일반,하나생명,KLVL630BBB4,주식혼합형(3형),1382,13.58,12.45,14.13,0.474,2130803011000000Z,국내투자,채권혼합형,9.75,미래에셋자산운용/베어링자산운용,신한은행,5,0.799030663
일반,하나생명,KLVL630BBG6,주식혼합형(5형),1233.47,16.21,10.96,16.08,0.4855,2130803011000000Z,국내투자,채권혼합형,4.82,미래에셋자산운용/하나UBS자산운용,신한은행,5,3.712310601
일반,하나생명,KLVL630BBA6,주식혼합형1,2053.68,13.19,12.65,18.8,0.5144,2130803011000000Z,국내투자,채권혼합형,252.89,하나UBS자산운용,신한은행,6,0.381837662
일반,하나생명,KLVL630BBA8,주식혼합형2,1993.61,16.77,11.89,16.56,0.489,2130803011000000Z,국내투자,채권혼합형,2.48,미래에셋자산운용/하나UBS자산운용,신한은행,5,3.450681092
일반,하나생명,KLVL630BBF4,채권형,1213.46,0.05,6.58,7.73,0.332,21490AA011000000Z,국내투자,채권형,1.01,베어링자산운용,신한은행,5,4.617407281
일반,하나생명,KLVL630BBC4,채권형,1659.89,0.13,6.65,8.01,0.332,21490AA011000000Z,국내투자,채권형,107.95,베어링자산운용,신한은행,5,4.610336213
일반,하나생명,KLVL630BBC5,채권형,1661.12,0.09,6.37,7.69,0.332,21490AA011000000Z,국내투자,채권형,0.8,베어링자산운용,신한은행,5,4.440630586
일반,하나생명,KLVL630BBD3,채권형(3형),1343.88,0.86,7.7,8.91,0.302,21409AA011000000Z,국내투자,채권형,11.01,미래에셋자산운용,신한은행,5,4.836610383
일반,하나생명,KLVL630BBB5,채권형(3형),1301.33,0.29,5.96,5.94,0.292,21409AA011000000Z,국내투자,채권형,14.19,미래에셋자산운용,신한은행,5,4.009295449
일반,하나생명,KLVL630BBI4,채권형(5형),1189.31,0.07,6.52,7.76,0.332,21490AA011000000Z,국내투자,채권형,0.48,베어링자산운용,신한은행,5,4.560838739
일반,하나생명,KLVL630BBJ3,채권형(5형),1202.48,0.87,7.7,8.9,0.302,21409AA011000000Z,국내투자,채권형,1.35,미래에셋자산운용,신한은행,5,4.829539316
일반,하나생명,KLVL630BBG9,채권형(5형),1162.43,0.42,6.28,6.51,0.292,21409AA011000000Z,국내투자,채권형,4.34,미래에셋자산운용,신한은행,5,4.143645738
일반,하나생명,KLVL630BBA9,채권형1,1558.48,0.43,6.27,6.51,0.292,21409AA011000000Z,국내투자,채권형,242.43,미래에셋자산운용,신한은행,5,4.129503602
일반,하나생명,KLVL630BBA0,채권형2,1538.43,0.24,5.87,6,0.377,21490AA011000000Z,국내투자,채권형,1.17,미래에셋자산운용,신한은행,5,3.981011178
일반,KB생명,KLVL1826500,EMP AI 국내주식 자산배분형,1141.41,-,-,-,0.74,211AA60011000041Z,국내투자,주식형,23.09,KB자산운용,우리은행,0,-
일반,KB생명,KLVL1812200,Kstar인덱스주식형,1887.65,68.36,40.81,79.19,0.35,211AA60012000041Z,국내투자,주식형,74.27,KB자산운용,우리은행,2,19.48079182
일반,KB생명,KLVL1821300,고배당주식형,1307.45,56.93,-,-,0.5,211AA00011230041Z,국내투자,주식형,17.02,KB자산운용,우리은행,0,-
일반,KB생명,KLVL1820900,국공채MMF형,1020.08,0.46,-,-,0.195,21400AA011110000Z,국내투자,채권형,11.1,KB자산운용,우리은행,0,-
일반,KB생명,KLVL1812400,그로스포커스주식형,1895.57,77.67,40,81.75,0.35,211AA60011220000Z,국내투자,주식형,8.13,KB자산운용,우리은행,1,26.63671245
일반,KB생명,KLVL1810100,배당주혼합형,1936.36,21.93,15.43,23.91,0.6,2135914011000000Z,국내투자,채권혼합형,395.78,DB자산운용/베어링자산운용/트러스톤자산운용,우리은행,5,4.596194078
일반,KB생명,KLVL1812300,밸류포커스주식형,1364.66,60.62,13.68,20.84,0.35,211AA60011210000Z,국내투자,주식형,20.58,KB자산운용,우리은행,1,33.19159231
일반,KB생명,KLVL1810300,성장주혼합형,1854.18,20.25,16.3,25.5,0.55,2135914011220000Z,국내투자,채권혼합형,703.19,미래에셋자산운용/신한자산운용/유리자산운용/칸서스자산운용/트러스톤자산운용,우리은행,5,2.793071786
일반,KB생명,KLVL1811600,성장주혼합형Ⅱ,1362.62,27.35,19.17,28.4,0.35,2130004011220000Z,국내투자,채권혼합형,71.13,KB자산운용,우리은행,4,5.78413347
일반,KB생명,KLVL1810600,시스템성장형,1612.88,25.16,18.95,28.17,0.7,2130004011000000Z,국내투자,채권혼합형,646.75,KTB자산운용/NH-CA자산운용/베어링자산운용,우리은행,5,4.391133111
일반,KB생명,KLVL1810200,인덱스혼합형,1824.95,21.03,18.66,28.21,0.55,2135914012000000Z,국내투자,채권혼합형,556.32,DB자산운용/유리자산운용,우리은행,5,1.675843071
일반,KB생명,KLVL1811500,인덱스혼합형Ⅱ,1547.59,29.42,24.99,39.63,0.35,2130004012000000Z,국내투자,채권혼합형,108.33,미래에셋자산운용,우리은행,5,3.132483041
일반,KB생명,KLVL1814400,주가지수ELS거치형10호,1287.62,34.24,15.84,55.72,0.75,21705AA011005200Z,국내투자,기타형,13.29,KB자산운용,하나은행,3,13.01076477
일반,KB생명,KLVL1814600,주가지수ELS거치형11호,1298.02,40.52,16.62,45.56,0.75,21705AA011005200Z,국내투자,기타형,20.08,KB자산운용,하나은행,2,16.89985207
일반,KB생명,KLVL1814800,주가지수ELS거치형12호,1334.3,20.19,18.94,38.12,0.75,21705AA011005200Z,국내투자,기타형,45,KB자산운용,하나은행,5,0.883883476
일반,KB생명,KLVL1815000,주가지수ELS거치형13호,1367.17,33.96,25.27,40.64,0.75,21705AA011005200Z,국내투자,기타형,45.22,KB자산운용,하나은행,4,6.144757929
일반,KB생명,KLVL1815200,주가지수ELS거치형14호,1337.81,18.45,18.03,54.07,0.75,21705AA011005200Z,국내투자,기타형,51.53,KB자산운용,하나은행,6,0.296984848
일반,KB생명,KLVL1815300,주가지수ELS거치형15호,1310.78,38.87,21.96,56.32,0.75,21705AA011005200Z,국내투자,기타형,61.77,KB자산운용,하나은행,3,11.95717567
일반,KB생명,KLVL1815400,주가지수ELS거치형16호,1236.81,42.97,15.56,17.7,0.75,21705AA011005200Z,국내투자,기타형,144.63,신한자산운용,우리은행,2,19.38179687
일반,KB생명,KLVL1815500,주가지수ELS거치형17호,1277.5,43.03,27.01,28.59,0.75,21705AA011005200Z,국내투자,기타형,199.88,메리츠자산운용,하나은행,3,11.32785063
일반,KB생명,KLVL1815600,주가지수ELS거치형18호,1336.64,24.63,24.06,35.94,0.75,21705AA011005200Z,국내투자,기타형,88.27,KB자산운용,하나은행,6,0.403050865
일반,KB생명,KLVL1815700,주가지수ELS거치형19호,1292.61,19.17,19.84,26.56,0.75,21705AA011005200Z,국내투자,기타형,84.69,KB자산운용,하나은행,6,0.473761543
일반,KB생명,KLVL1812600,주가지수ELS거치형1호,1396.47,16.38,15.66,48.4,0.75,21705AA011005200Z,국내투자,기타형,14.85,KB자산운용,하나은행,5,0.509116882
일반,KB생명,KLVL1815900,주가지수ELS거치형20호,1278.02,42.11,23.67,24.2,0.75,21705AA011005200Z,국내투자,기타형,74.07,KB자산운용,하나은행,3,13.03904905
일반,KB생명,KLVL1816000,주가지수ELS거치형21호,1275.55,38.57,24.38,24.35,0.75,21705AA011005200Z,국내투자,기타형,27.33,KB자산운용,하나은행,3,10.03384523
일반,KB생명,KLVL1816100,주가지수ELS거치형22호,1193.45,51.5,15.08,17.17,0.75,21705AA011005200Z,국내투자,기타형,6.76,KB자산운용,하나은행,1,25.75282897
일반,KB생명,KLVL1816200,주가지수ELS거치형23호,1192.02,43.22,16.45,19.11,0.75,21705AA011005200Z,국내투자,기타형,12.04,KB자산운용,하나은행,2,18.92924853
일반,KB생명,KLVL1816300,주가지수ELS거치형24호,1244.05,43.1,26.44,24.35,0.75,21705AA011005200Z,국내투자,기타형,23.81,메리츠자산운용,하나은행,3,11.78039897
일반,KB생명,KLVL1816400,주가지수ELS거치형25호,1308.05,27.91,24.48,-,0.75,21705AA011005200Z,국내투자,기타형,18.95,KB자산운용,하나은행,5,2.425376259
일반,KB생명,KLVL1816600,주가지수ELS거치형26호,1262.04,19.86,20.62,-,0.75,21705AA011005200Z,국내투자,기타형,24.2,KB자산운용,하나은행,5,0.537401154
일반,KB생명,KLVL1816700,주가지수ELS거치형27호,1218.1,44.2,22.14,-,0.75,21705AA011005200Z,국내투자,기타형,23.59,KB자산운용,하나은행,2,15.59877559
일반,KB생명,KLVL1816800,주가지수ELS거치형28호,1151.81,47.4,16.49,-,0.75,21705AA011005200Z,국내투자,기타형,17.67,KB자산운용,하나은행,2,21.85667061
일반,KB생명,KLVL1816900,주가지수ELS거치형29호,1184.58,53.81,19.15,-,0.75,21705AA011005200Z,국내투자,기타형,19.56,KB자산운용,하나은행,2,24.50832104
일반,KB생명,KLVL1812800,주가지수ELS거치형2호,1406.89,16.91,16.4,45.59,0.75,21705AA011005200Z,국내투자,기타형,12.1,KB자산운용,하나은행,6,0.360624458
일반,KB생명,KLVL1817000,주가지수ELS거치형30호,1176.5,46.41,18.47,-,0.75,21705AA011005200Z,국내투자,기타형,16.19,KB자산운용,하나은행,2,19.75656347
일반,KB생명,KLVL1817100,주가지수ELS거치형31호,1268.77,30.87,24.94,-,0.75,21705AA011005200Z,국내투자,기타형,23.76,KB자산운용,하나은행,5,4.193143212
일반,KB생명,KLVL1817300,주가지수ELS거치형32호,1265.37,29.19,24.43,-,0.75,21705AA011005200Z,국내투자,기타형,25.55,KB자산운용,하나은행,5,3.365828278
일반,KB생명,KLVL1817400,주가지수ELS거치형33호,1243.24,23.05,22.01,-,0.75,21705AA011005200Z,국내투자,기타형,15.66,KB자산운용,하나은행,5,0.735391052
일반,KB생명,KLVL1817500,주가지수ELS거치형34호,1188.66,52.92,21.6,-,0.9,21705AA011005200Z,국내투자,기타형,90.31,메리츠자산운용,하나은행,2,22.14658439
일반,KB생명,KLVL1817700,주가지수ELS거치형35호,1184.02,33.45,18.79,-,0.9,21705AA011005200Z,국내투자,기타형,165.34,메리츠자산운용,하나은행,3,10.36618541
일반,KB생명,KLVL1817800,주가지수ELS거치형36호,1113.96,51.64,14.2,-,0.9,21705AA011005200Z,국내투자,기타형,458.92,메리츠자산운용,하나은행,1,26.47407789
일반,KB생명,KLVL1817900,주가지수ELS거치형37호,1153.09,54.46,19.51,-,0.9,21705AA011005200Z,국내투자,기타형,51.46,KB자산운용,하나은행,2,24.713382
일반,KB생명,KLVL1818000,주가지수ELS거치형38호,1159.08,52.61,26.67,-,0.9,21705AA011005200Z,국내투자,기타형,42.83,KB자산운용,하나은행,2,18.3423499
일반,KB생명,KLVL1818100,주가지수ELS거치형39호,1209.78,23.65,21.94,-,0.9,21705AA011005200Z,국내투자,기타형,21.96,KB자산운용,하나은행,5,1.209152596
일반,KB생명,KLVL1813000,주가지수ELS거치형3호,1415.86,25.41,20.21,49.53,0.75,21705AA011005200Z,국내투자,기타형,18.95,KB자산운용,하나은행,5,3.676955262
일반,KB생명,KLVL1818200,주가지수ELS거치형40호,1162.46,56.4,21.89,-,0.9,21705AA011005200Z,국내투자,기타형,34.92,메리츠자산운용,하나은행,2,24.40225502
일반,KB생명,KLVL1818400,주가지수ELS거치형41호,1141.8,55.92,20.65,-,0.9,21705AA011005200Z,국내투자,기타형,51.21,메리츠자산운용,하나은행,2,24.93965617
일반,KB생명,KLVL1818500,주가지수ELS거치형42호,1159.95,33.14,20.7,-,0.9,21705AA011005200Z,국내투자,기타형,51.76,메리츠자산운용,하나은행,4,8.796408358
일반,KB생명,KLVL1818600,주가지수ELS거치형43호,1119.32,58.74,19.31,-,0.9,21705AA011005200Z,국내투자,기타형,45.93,KB자산운용,하나은행,1,27.88122038
일반,KB생명,KLVL1818700,주가지수ELS거치형44호,1158.86,53.7,29,-,0.9,21705AA011005200Z,국내투자,기타형,45.98,신한자산운용,우리은행,2,17.4655375
일반,KB생명,KLVL1818800,주가지수ELS거치형45호,1188.47,27.53,23.82,-,0.9,21705AA011005200Z,국내투자,기타형,10.5,KB자산운용,하나은행,5,2.623366158
일반,KB생명,KLVL1818900,주가지수ELS거치형46호,1175.56,37.66,21.54,-,1.1,21705AA011005200Z,국내투자,기타형,130.26,메리츠자산운용,하나은행,3,11.39856131
일반,KB생명,KLVL1819100,주가지수ELS거치형47호,1168.93,46.44,16.65,-,1.1,21705AA011005200Z,국내투자,기타형,191.95,메리츠자산운용,하나은행,2,21.06471101
일반,KB생명,KLVL1819200,주가지수ELS거치형48호,1136.3,33.06,13.61,-,1.1,21705AA011005200Z,국내투자,기타형,141.3,메리츠자산운용,하나은행,3,13.75322689
일반,KB생명,KLVL1819300,주가지수ELS거치형49호,1116.69,32.8,-,-,1.1,21705AA011005200Z,국내투자,기타형,93.31,KB자산운용,하나은행,0,-
일반,KB생명,KLVL1813200,주가지수ELS거치형4호,1347.37,31.28,16.39,56.39,0.75,21705AA011005200Z,국내투자,기타형,14.13,KB자산운용,하나은행,3,10.52881997
일반,KB생명,KLVL1819500,주가지수ELS거치형50호,1117.49,51.01,-,-,1.1,21705AA011005200Z,국내투자,기타형,55.33,KB자산운용,하나은행,0,-
일반,KB생명,KLVL1819600,주가지수ELS거치형51호,1125.08,48.18,-,-,1.1,21705AA011005200Z,국내투자,기타형,22.28,KB자산운용,하나은행,0,-
일반,KB생명,KLVL1819700,주가지수ELS거치형52호,1142.04,37.85,-,-,1.1,21705AA011005200Z,국내투자,기타형,107.85,KB자산운용,하나은행,0,-
일반,KB생명,KLVL1819800,주가지수ELS거치형53호,1076.05,56.56,-,-,1.1,21705AA011005200Z,국내투자,기타형,76.87,메리츠자산운용,하나은행,0,-
일반,KB생명,KLVL1819900,주가지수ELS거치형54호,1072.46,43.02,-,-,1.1,21705AA011005200Z,국내투자,기타형,47.7,메리츠자산운용,하나은행,0,-
일반,KB생명,KLVL1820200,주가지수ELS거치형55호,1013.55,52.58,-,-,1.1,21705AA011005200Z,국내투자,기타형,34.92,메리츠자산운용,하나은행,0,-
일반,KB생명,KLVL1820300,주가지수ELS거치형56호,1053.82,58.89,-,-,1.1,21705AA011005200Z,국내투자,기타형,58.74,KB자산운용,하나은행,0,-
일반,KB생명,KLVL1820400,주가지수ELS거치형57호,1090.83,52.13,-,-,1.1,21705AA011005200Z,국내투자,기타형,11.26,KB자산운용,하나은행,0,-
일반,KB생명,KLVL1820500,주가지수ELS거치형58호,1101.16,27.58,-,-,1.1,21705AA011005200Z,국내투자,기타형,20.06,KB자산운용,하나은행,0,-
일반,KB생명,KLVL1821000,주가지수ELS거치형59호,1109.78,42.35,-,-,1.1,21705AA011005200Z,국내투자,기타형,54.53,KB자산운용,하나은행,0,-
일반,KB생명,KLVL1813400,주가지수ELS거치형5호,1351.36,31.89,17.87,46.71,0.75,21705AA011005200Z,국내투자,기타형,17.15,KB자산운용,하나은행,4,9.913637072
일반,KB생명,KLVL1821100,주가지수ELS거치형60호,1039.08,57.91,-,-,1.1,21705AA011005200Z,국내투자,기타형,69.23,KB자산운용,하나은행,0,-
일반,KB생명,KLVL1821500,주가지수ELS거치형61호,1008.85,56.14,-,-,1.1,21705AA011005200Z,국내투자,기타형,101.91,KB자산운용,하나은행,0,-
일반,KB생명,KLVL1821700,주가지수ELS거치형62호,988.3,54.56,-,-,1.1,21705AA011005200Z,국내투자,기타형,79.8,메리츠자산운용,하나은행,0,-
일반,KB생명,KLVL1821900,주가지수ELS거치형63호,1066.17,55.18,-,-,1.1,21705AA011005200Z,국내투자,기타형,23.67,메리츠자산운용,하나은행,0,-
일반,KB생명,KLVL1822100,주가지수ELS거치형64호,1087.59,50.82,-,-,1.1,21705AA011005200Z,국내투자,기타형,66.45,메리츠자산운용,하나은행,0,-
일반,KB생명,KLVL1822500,주가지수ELS거치형65호,1071.3,47.98,-,-,1.1,21705AA011005200Z,국내투자,기타형,42.26,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1822700,주가지수ELS거치형66호,1042.64,61.54,-,-,1.1,21705AA011005200Z,국내투자,기타형,28.95,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1822900,주가지수ELS거치형67호,989.98,40.42,-,-,1.1,21705AA011005200Z,국내투자,기타형,14.36,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1823100,주가지수ELS거치형68호,933.5,46.04,-,-,1.1,21705AA011005200Z,국내투자,기타형,14.52,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1823300,주가지수ELS거치형69호,1030.33,71.17,-,-,1.1,21705AA011005200Z,국내투자,기타형,8.77,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1813600,주가지수ELS거치형6호,1400.08,32.78,22.95,38.92,0.75,21705AA011005200Z,국내투자,기타형,27.17,KB자산운용,하나은행,4,6.950859659
일반,KB생명,KLVL1823500,주가지수ELS거치형70호,1048.09,38.9,-,-,1.1,21705AA011005200Z,국내투자,기타형,36.01,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1823900,주가지수ELS거치형71호,1055.2,3.4,-,-,1.1,21705AA011005200Z,국내투자,기타형,49.36,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1824100,주가지수ELS거치형72호,1023.93,2.42,-,-,1.1,21705AA011005200Z,국내투자,기타형,28.89,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1824300,주가지수ELS거치형73호,972.36,-,-,-,1.1,21705AA011005200Z,국내투자,기타형,20.95,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1824500,주가지수ELS거치형74호,919.54,-,-,-,1.1,21705AA011005200Z,국내투자,기타형,17.18,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1824800,주가지수ELS거치형75호,1003.86,-,-,-,1.1,21705AA011005200Z,국내투자,기타형,27.97,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1825000,주가지수ELS거치형76호,1018.25,-,-,-,0.75,21705AA011005200Z,국내투자,기타형,25.3,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1825400,주가지수ELS거치형77호,1016.2,-,-,-,0.75,21705AA011005200Z,국내투자,기타형,16.86,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1825600,주가지수ELS거치형78호,988.18,-,-,-,0.75,21705AA011005200Z,국내투자,기타형,18.21,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1825800,주가지수ELS거치형79호,977.76,-,-,-,0.75,21705AA011005200Z,국내투자,기타형,54.89,신한자산운용,우리은행,0,-
일반,KB생명,KLVL1813800,주가지수ELS거치형7호,1397.21,29.51,23.28,38.7,0.75,21705AA011005200Z,국내투자,기타형,32.84,KB자산운용,하나은행,5,4.405275247
일반,KB생명,KLVL1826000,주가지수ELS거치형80호,944.58,-,-,-,0.75,21705AA011005200Z,국내투자,기타형,22.88,신한자산운용,우리은행,0,-
